Description	Label
"Used UTP for defect tracking and to resolve the issues. Used GIT/GERRIT as code repository Worked on various requirements and defects raised from the customer. Creating Project related artifacts (Design documents, Test Plans etc.)"	Software Engineer
Managed Laptop Refreshment management project that improved efficiency by 200%. Designed and implemented a development Methodology to control high quality and rapid development utilizing AGILE development practices. Managed the daily task of the junior developers and was responsible for the professional development. Designed the SharePoint environment that was more efficient with business practices by integrating the enterprise CRM solution. Implemented a Data warehouse that would include data to support multiple departments across the Enterprise on both reporting and predictive analysis.	Architect
"Perform coding migration, database change management & data management through the various stages of the development life cycle Assist System Development Manager in developing queries, executing scripts, patches, reports, and monitoring Assist System Development Manager in development, setting up and managing automated backups Assist System Development Manager in Microsoft SQL Server management and database maintenance Assist System Development Manager in performance tuning and database optimization Identifying performance improvements to database procedures and data structures and working with Development teams to deliver code changes Provide accurate effort estimates of the work involved even when others will be performing the actual programming work"	Database Administrator
"Indus Towers Client: Indus Towers, Gurgaon Role: Project Manager/Technical lead Platform: Windows XP, Tools: OBIEE, ODI , Cognos , Database Oracle 12c , SQL Developer, BMC Remedy Tool, MIS Reporting and Analysis Duration: Aug 11 Till Date Scope: Indus Towers is an Indian joint venture telecom tower company incorporated in November 2007. It is owned by Vodafone Essar (42%), Bharti Group (42%) and Aditya Birla Telecom Limited (16%). Indus Towers has operations in 16 out of the 22 telecom circles of India and owns more than 110,000 towers with 200,000 tenants. It plans to add 5,000 new towers every year till 2015 and expects to have $ 2 billion in revenues in FY 2011-2012 . Responsibilities: Interact with Higher Management of Indus Towers VPs,CXOs on regular basis and understand business requirement and criticality. Status meeting, Governance meetings with Client and Governance Manager. Active participation in Release meetings and preparing deployment plans of CRs. Participates in RFP submission for new business opportunities within Indus and outside Indus Account. End 2 End Business Intelligence Requirement Gathering, development, maintenance and implementing Enterprise Reporting and Business Intelligence. Managed Project of OBIEE , ODI , Database upgrade to latest versions."	Manager
Database Architect	Architect
To participate in projects	Software Engineer
"Maintain and manage the 1C database, including data entry, verification of general reports; Prepare special reports for Sales department Team leaders, Managers and Top Management; Manage, maintain and print all necessary forms and documents for Sales department according to standard procedures; Update, print and distribute copies of the daily, weekly Field Schedule; Assist Sales department management staff with preparation of documents and materials; Serve as a backup to the Administrative Assistant when necessary; Facilitate communications between members of the Sales department staff, i.e., take messages, pass on information, etc.; Assist Sales department staff in communications between staff members and clients; Support Sales department with the filing and organization of documents and materials; Assist on maintaining all Sales departments and clients files; Attend and translate field meetings whenever necessary; Support Sales department with the written translation of manuals, documents, materials and emails; Assist Sales departments staff with scheduling and appointments when necessary."	Database Administrator
"Implement and accomplish fraud management procedures; Perform analysis of new and existing systems and platforms ensuring receipts and processing of payments; Create, implement and develop integrated method of determination and control over revenue loss; Develop and implement effective working methods of the division in accordance with tasks assigned; Prepare and present necessary reporting in a timely manner."	Technical Lead
"Support the project manager in developing the projects schedule and assisting in project coordination; Work with developers to define the work breakdown structures for the technical activities associated with each project and provide accurate time-estimates for assigned tasks; Act as liaison between the project managers and the web developers; Act as a technical reference for the team by providing technical guidance; Design, develop and implement client-facing and internal web applications using HTML, DHTML, CSS, JavaScript, AJAX, jQuery and ASP.NET; Revise and update printed and online marketing materials under lead designers guidance; Slice and optimize graphics for GUI development; Architecture analysis and documentation of the software specifications for web applications; Be responsible for designing new application features and functionality; Define both functional and technical requirements to facilitate design, development, testing, implementation and ongoing support; Assist and support other team members on multiple projects; Provide support and enhancements to existing production applications in a timely and accurate manner; Play active role in defining and implementing best practices, standards and procedures including quality and delivery methodologies; Ensure compliance with the documented software processes and procedures throughout the life cycle of software products; Ensure quality and reliability of code from the development team by conducting a smoke testing and code reviews; Propose and decide on technologies used; Ensure consistency of design elements and interactive behaviors within individual pages/ forms/ components and across entire projects; Train subordinates; Share knowledge and lessons learned with team members."	Technical Lead
"Oct 14 till date with Tata Consultancy Services Limited as QA Analyst Project Handled: 1. CVS PBM QA (Retail) (USA) Offshore Noida 2. Talk Talk Sales (Telecom) (UK) Offshore Chennai Roles & Responsibilities : 1. Enterprise Digital Mobility QA , Mobility Lab Set Up , Mobile Application Regression testing Network Testing , Web automation Testing using Selenium web driver ,Cross Platform Testing , Usability Testing , Browser Compatibility Testing . 2. Expertise in writing Selenium WebDriver automation scripts in JAVA. 3. Expertise in writing Appium Scripts for mobile automation (Android). 4. Executed automation scripts on different browsers/environments & reported defects/results to the team. 5. Maintained the Selenium & JAVA automation code and resources in source controls like CVS, SVN over the time for improvements and new features 6. Responsible for test execution. Defect Reporting, Defects Verification and Validation using HP QC. 7. Executed Back end testing to validate data. 8. Regular status reporting and coordination with clients and opposite team members. 9. Prepared induction manual for new joiners to give them in depth knowledge of project. 10. Responsible for ensuring test data is properly identified, set up and availability of Stubs and Drivers before execution of tests."	Quality Assurance
"Professional Experience: Bell-Canada(A Client of Tech Mahindra)-Current Project Internet Change Package Duration Jan 2016 Present Technology React JS, Redux , HTML5, CSS, ES6, bootstrap, Tortoise SVN, JavaScript, Ajax, JSON, Rest API Project Abstract Bell Canada is telecommunication company (e-Commerce), Internet Change Package user can select new package for the Internet and modify existing one. Modem installation request generation. Role Developer Responsibilities Involved in Design & Analysis phase. Coding and bug fixing. Responsible for offshore team coordination and work assignment."	Software Engineer
The responsibilities include but are not limited to the following: Local Area Network Administration and Maintenance; Firewall Management and Antivirus Maintenance; User Administration and Database Maintenance; Web and Mail Server Management and Maintenance; Intranet Management and Maintenance; Web Site Maintenance and Content Management; Office Productivity Applications Maintenance; Workplace Software and Hardware Maintenance and Upgrade; Automation Systems Integration and Maintenance.	Manager
"Understand the testing effort by analyzing the requirements of project. Estimate and obtain management support for the time and resources required to perform the testing. Define the Strategy and Test Plan Identify training requirements and forward it to the Project Manager Assign task to all testing team members and ensure that all of them have sufficient work in the project. Ensure content and structure of all testing documents / artifacts is documented and maintained. Document, implement, monitor, and enforce all processes for testing as per standards defined by the NIIT Tech. Escalate the issues about project requirements (Software, Hardware, Resources) to Project Manager / Sr. Test Manager. Organize the status meetings and send the Status Report (Daily, Weekly etc.) to the client Track and prepare the report of testing activities like test testing results, test case coverage, required resources, defects discovered and their status, etc. Review Test Scenarios prepared by Test engineers to ensure Requirement coverage. Prepare Requirement Traceability Matrix Ensure the timely delivery of different testing milestones. Prepare / updates the metrics dashboard at the end of a phase."	Quality Assurance
"Create Test Plan and Test Strategy for Memotech. Imparted Product Training to Sales Force, Vendors, Partners, team members and intermediate users. Interacting with Customers for their early feedback and resolution of issues Complete ownership of testing Admin tool for Memotech. Integration Testing with Oracle PPM, Oracle FM with Memotech and other industrial tools. Assessed continuous improvements for various work scenarios and suggest them to management for adopting them to improve overall productivity and efficient utilization of various resources Oversaw the Quality procedures related to the project and performed quality audits to ensure templates, procedures and methodologies are adhered to International standards. Update , maintenance of automation framework for Memotech 5.x Developed and implemented various testing strategies for oracle EBS systems. Database Migration testing using Robot Framework. Logging Defect and Software version maintenance through JIRA Involved in build deployment / debugging activities on Linux servers using Unix commands. Performed DB migration and Synchronization test from Memotech 5.x to Memotech 6.0"	Quality Assurance
Estimate/plan development projects in conjunction with other developers/experts; Participate in all stages of the software development life-cycle; Prepare documents and diagrams for programming work; Develop and fine-tune the LinkGard software development methodology as well as consistently execute the methodology; Help the organization improve ratings based on a capability-maturity model (i.e. CMMI); Work with HR to recruit new team members based on current need; Build up a list of in-house skills and resume-database for all employees that is available for review by management; Identify growth and learn opportunities by: a) identifying conferences/seminars that can be attended by employees; b) identifying trainings to conduct locally by foreign or local experts; c) ordering books/magazines for developers to further their technical skills.	Manager
Solution architect	Architect
"Working with CSC Oracle Centre of Excellence developing the Pre-Sales/Trainings presentations, Providing Solutions and Reviewing Documents. Project Manager/Service Delivery Manager Xchanging Technologies (Nov 13 Dec 16) Oracle Applications Support Project Manager working on all Financial Modules Responsible for overall Service delivery for Financial Applications and Support team working on offshore onshore model. Owning the end-to-end delivery covering business requirements, process changes and delivery timelines. Managed Onshore Offshore ERP Transition from the implementation partner to the Xchanging Financial Applications Support Team. Responsible for translating high-level business requirements into detailed functional specifications Handling escalations and addressing client concerns."	Manager
Estimate/plan development projects in conjunction with other developers/experts; Participate in all stages of the software development life-cycle; Prepare documents and diagrams for programming work; Develop and fine-tune the LinkGard software development methodology as well as consistently execute the methodology; Help the organization improve ratings based on a capability-maturity model (i.e. CMMI); Work with HR to recruit new team members based on current need; Build up a list of in-house skills and resume-database for all employees that is available for review by management; Identify growth and learn opportunities by: a) identifying conferences/seminars that can be attended by employees; b) identifying trainings to conduct locally by foreign or local experts; c) ordering books/magazines for developers to further their technical skills.	Manager
"Responsible for end to end solution alignment and meet the target state of the bank. Participated in vendor selection RFP for Payment Engine for client. Responsible for estimation and proposal writing for the project. Responsible Project Planning, Risk Management, Quality Assurance, Integration between different project areas. Technical alignment and solution with all the impacted system and other product system s. Accountable for Managing budget, schedule and end to end delivery of the project. Accountable for stakeholder management and managing escalations. Accountable for regular status reporting to various levels both to internal and client stakeholder s. Accountable to adhere PMO and CMMI Level 5 standard and guidelines. Active participation in finalizing architectural solution and assisting technical team to align with solution."	Manager
Senior Quality Assurance Analyst	Quality Assurance
"Design and implement Java/J2EE based, database driven web application; Design and develop software components that fits into layered application framework, including user interface, business logic and back-end service/ data access components; Participate in design discussions, code reviews and project related team meetings; Work with other engineers, Product Management and QA teams to develop innovative solutions that meet business needs with respect to functionality, performance, scalability, reliability and realistic implementation schedules."	Architect
"Specific tasks and key responsibilities include but are not limited to the following: Translate design requirements and specifications into robust implementations; Design, proto-type, develop and manage the technical aspects of the software; Perform implementations in a timely fashion; Perform quality assurance tasks, such as testing of the software products."	Software Engineer
"Specific tasks and key responsibilities include but are not limited to: Translate design requirements and specifications into robust implementations; Design, proto-type, develop and manage the technical aspects of the software; Perform implementations in a timely fashion; Perform quality assurance tasks, such as testing of the software products."	Software Engineer
"Manage and supervise a team of dedicated professionals responsible for the implementation of quality improvement activities, including provision of technical assistance to inform and refine quality improvement strategies, including introduction of evidence-based medicine principles, clinical practice guidelines, quality assurance and quality improvement strategies at national, marz, and health facility-levels; Build on and enhance achievements in facility-level quality improvement and health information systems, specifically tackling NCD/ prevention issues, MCH/ RH, emergency care, etc.; Provide technical assistance to develop capacity building approaches and training packages for training institutions and health care professionals; Provide inputs to draft laws, policies, strategies and regulations as required; Provide technical assistance to the Ministry of Health to introduce workforce planning tools and mechanisms; Maintain strong and cohesive collaboration with other teams of the project as well as international organizations, MOH and other key counterparts, to jointly agree on strategies and implement activities in a way that increases local ownership and sustainability; Maintain excellent relationships and promote effective collaboration with health sector organizations/ institutions, as well as donors, development partners, and other USAID projects; Develop, provide overall technical guidance, inputs and ongoing support in all technical deliverables pertinent to the QI/ QA component activities of the project, per project SOW and programmatic strategies; Provide technical support and leadership on planned STTAs for the QI/ QA component of the project, including drafting SOWs, maintaining communication and relevant paperwork; Prepare project reports, including workplans, quarterly and annual progress reports and progress against Performance Management Plan."	Technical Lead
Responsible for Migration of EDMS from 6.5 SP3 to 7.1 Solution Design and Implementation of EDMS Migration with defined solution Liaison between technical team and customer PMO for smooth execution of project Identify risks and define strategy for mitigating risks during the project lifecycle. Support customer operations team for provision of infrastructure and support for execution of activities in-time Responsible for supporting team for technical issues and overall execution of activities Validation of deliveries to ensure quality. Support User Acceptance Scoping of Change Requests and overall project effort and estimates for scoping	Architect
"Provide technical leadership and drive the architecture and design solution to to meet business needs; Ability to look at the ""big picture"" and a forward looking attitude with vision to develop new, innovative products using new and evolving technologies; Prototype new product concepts; Lead the engineering team on the continuous improvement of software infrastructure; Give presentations to technical and non-technical audiences and articulate complex technical requirements and designs."	Architect
"PROFESSIONAL EXPERIENCE: Client: J. P. Morgan Chase Bank, Tampa FL Apr 11 Till Date Role: QA Lead Project: Mortgage Express Description: Mortgage Express provides the loan production process with maximum flexibility, thereby enabling lenders to easily adapt to changing market dynamics and regulations, introduce new products, scale to meet demand, and generally increase Competitiveness. The Mortgage Express architecture, with its process orchestration layer, provides a highly flexible, easily adaptable solution and platform for meeting the business needs of lenders.It is a solution for Chase Home Mortgage Lending. The system is comprised of long running processes that involve users, third party systems, and lender legacy systems all working together to complete the loan transaction. Responsibilities: Involved in creation of the object based data driven framework for Selenium. Extensively used the selenium Web Driver feature Used many Java feature like(Inheritance, Overloading , constructor Overloading etc.) while developing the Framework and Test scripts Proactively worked on resolving the environment issue, like is profiling required for Firefox browser Used Maven POM.xml file to maintain the same version of jar files across all the team member and all projects Extensively Used Xpath and CSS object. Automated around 900 test cases and written lots of reusable and Application specific functions. Used ANT to build and run the Selenium automation framework"	Quality Assurance
To participate in projects	Software Engineer
"MIRKETA SOFTWARE : Software Engineer in Mirketa Software : (28/03/2016 to present) Worked on many Salesforce projects in various verticals, Coordinate with the team to deliver the project with bug free development of Salesforce Applications. Understood client requirements, documenting the requirement, provide a best feasible solution, offer the client with helpful alternatives, develop the desired application and test the development done in the projects."	Software Engineer
"Software design, implementation and co-management"	Software Engineer
"Architecture and design of service oriented multi-tier application Designing business layer using domain driven design and onion architecture Design and Implementation of calculation engine framework, libraries, factories and calculators Design and Implementation of different UI modules, WCF web services and RWA calculator SSO Authentication and authorization implementation, cache implementation Infrastructure setup, deployment and load balancer configurations Preparing architecture specification, rich domain and technical design documents Code reviews of other team members and Performance tuning activities"	Architect
"Supervise the development of sophisticated applications for financial clients; Understand the client requirements and design their implementation in the .NET platform; Organize and lead the collaboration of his/her team with the team of quantitative analysts; Serve as the liaison between his/her team and development teams in other company locations; Provide leadership and guidance to his/her team of software developers, ensure their continued professional growth; Organize and maintain quality controls to ensure the highest production standards; Manage the team growth and recruitment of new specialists."	Technical Lead
"Installed, maintained, and upgraded Microsoft SQL Server and CPE database. Pro-actively collaborated with the operations team to identify and execute potential improvements which simplified the whole administration process and made it more efficient. Supported managers and performed other administrative duties as assigned. Recognized by executives for improving company procedures."	Database Administrator
"Comprehensive knowledge of the Complete Software Development Life Cycle (SDLC) and identifying the requirements and defining the business rules to user requirements. Designed the complete solution using 3-tier Architecture model Successfully followed agile development steps starting from requirement to deployment. Experience in using Data Grid controls for displaying dynamically data. Extensive experience in using State management both the client side and server side. Azure SDK 1.8/2.5, Web Role, Worker Role MVC 2.0/4.0 Extensively used Ajax to reduce the time for user request by using different controls under it. Extensively used WCF framework to build applications that inter-communicate and implement services using Service Contract and Data Operation. Deployed on PaaS Azure with Service Bus. Developed SOAP based Middleware using Web Services to read XML files which is to provide communication between data access layer and backend database. Used XML files for reading the static data and also simultaneously reduce the load on the database server. Implemented web services with SOA using WCF for passing data to multiple platforms. SQL Azure, DMVs Worked with ASP.NET Web Forms, Web Services, State Management, Azure Managed Cache and configuring optimizations for securing the web application. Used various ASP .NET server controls and data controls. Customized .Net Login Controls to implement authentication and authorization. Created the UI layers and web pages, and integrated them to maintain the performance of data flow and data integrity using ASP.NET User Controls, Web Server Controls. Developed and Implemented Master pages in the application for designing Presentation Tier (web pages). Applied CSS for a consistent look and feel for Page design in the application. Worked on AJAX to populate user interface controls such as drop down list and generate warning messages to enhance overall UI experience. Involved in developing the Business Layer in C#.NET, where all the Business Objects are written in developing the whole Application. Designed and developed various abstract classes, interfaces, classes to construct the business logic using C#.NET. Used JavaScript functions to implement complex Business Rules and Validation of front end forms. Expert in using JavaScript and ASP.NET validation controls for performing Form Validations Worked on web pages and business objects using JavaScript, XML in a mixed ASP.NET environment. Extensive used on UI development experience using HTML, DHTML, CSS, XML, JavaScript and JQuery. Developed Custom Controls and Utilized JavaScript to create Client-side validations that greatly decreased processing time and resource consumption, freeing resources for use by other applications and speeding up processing times. Experience with Data Accessing including using Data Adapter, Data Reader and Dataset in ADO.NET. Rendered XML document to an HTML using XSL and XSLT Transformations. Utilized Team Foundation Server (TFS) for the purpose of version Control and source code maintenance needs. Prepared various test cases to fix the bugs and ensures the application is error-free using VS Unit Testing."	Technical Lead
"Develop databases using MySQL InnoDB tables; Develop Database Abstraction Layer using PHP mysqli extension; Read, understand and modify an existing code."	Architect
"Salesforce Technical Consultant/Technical Architect at Synergy computer solutions Intl Ltd. Feb 2015 Current Working with client Abbott Health Care Pvt Ltd located in Mumbai as a Technical Consultant as well as Global Support Lead (INDIA, SRILANKA, NEPAL & AFRICA) to organize and developed different modules like PSA, MR s coaching module, Eloqua Marketing Capabilities, Customizable Campaign Structure & Actonline and other Parma modules. My roles and responsibilities as a Consultant/Architect in Abbott:  Analyze and review business, functional, and technical requirements.  Create detailed technical design documents.  Document and develop code according to specifications and standards.  Prepare test data and plan and conduct basic unit or module testing.  Provide support for quality assurance testing and defect resolution.  Prepare and package production ready code modules for staging.  Provide technical expertise in supporting the development environment, problem determination, change management, release management, performance analysis, environment design and operation of large and complex application.  Participate in project team meetings and communicate effectively with peers, architects, system analysts, business analysts, project managers, quality control, and across other technology team boundaries, reporting project status as required.  Be seen by all stakeholders as a technical expert in the skill set used by various applications.  May be required to be on call to provide support on a need-to basis.  Ensure effective implementation of application code through patterns and practices aimed at ensuring efficient and highly available production applications."	Architect
: Design application as an architect. Created an application that is making queue of various requests and other application to process this data and A web to create various events and format of that related data along with some set of rules to implement on this data to fire related action.	Architect
"Created new databases, involving importing and exporting: installing and configured database software for Oracle Application development environment. Responsible for Oracle 9i logical and physical databases design, implementation, and maintenance Reorganized databases and sized database objects to meet standards and improve performance 30% Handled database server tuning, application tuning, maintaining documentation, capacity planning and database security"	Database Administrator
"Ensured that all production databases are running efficiently 24/7. Implemented appropriate backup and restore strategies to protect all data assets. Monitored database performance, tracked and stored procedures and queries execution times and implemented improvements on efficiency. Responded to and resolved all database access and performance issues. Configured SQL Server for optimum performance. Oriented other database administrators on SQL Server management including upgrades and migration."	Database Administrator
"Responsible for designing/maintaining application architecture of all Jetstar commercial systems projects. Creating, Reviewing and managing all the necessary technical documentation required for the project work. Providing technical leadership to development team, involved in development of framework/ complex common functionalities and code reviews. Technical Presales support, responding to RFPs and preparing SOWs."	Architect
"Responsible for all the servers which are running in SQL platform (SQL Server 2005/ 2008) Setup multiple Nodes (Active/ Passive) in SQL Servers to add clustering feature. Manage SQL Server databases and Configure failover cluster. Plan and modify SQL Server Permissions in quarterly basis. Create databases and schedule backups (Transaction log backup, Differential backup and Full backup) with Recovery sessions (Simple or Full). Setup and maintain Replication for Production servers to provide high availability and monitor using Replication Monitor. Setup Alerts, Notifications, Jobs, Job steps with automated Response solution schedules. Frequently Monitor Connections, Locks and Database Performance. Reviewed and optimized SQL queries, CDC, stored procedures, functions, Indexes, views and triggers. Created an internal secured Website linking to the database that includes updated information about all Target SQL Servers information."	Database Administrator
"Implemented dynamically create Form by using Bootstrap and HTML5 based on editable Feature Services Data. Implemented various classes and controls of Bootstrap such as DateTime Picker, Touch Spinner, various Input controls based on Datatypes. Populate Data in the controls by using JavaScript, jQuery, Dojo toolkit. Implemented GeoCoding on Map to find current location of the user in the Form. Implemented file attachments in the Form. Create responsive application by using media query and CSS3. Provide support on all browsers, tablets and smart phones."	Software Engineer
Software Development Manager	Manager
"included customer interaction, requirement understanding, creating scope and estimation documents, configuring demos & POCs, writing functional documents, preparing and conducting presentations, Project Planning, and overall delivery and project management. Scope of responsibilities included working in various time zone of US and Australia."	Architect
"Support the project manager in developing the projects schedule and assisting in project coordination; Work with developers to define the work breakdown structures for the technical activities associated with each project and provide accurate time-estimates for assigned tasks; Act as liaison between the project managers and the web developers; Act as a technical reference for the team by providing technical guidance; Design, develop and implement client-facing and internal web applications using HTML, DHTML, CSS, JavaScript, AJAX, jQuery and ASP.NET; Revise and update printed and online marketing materials under lead designers guidance; Slice and optimize graphics for GUI development; Architecture analysis and documentation of the software specifications for web applications; Be responsible for designing new application features and functionality; Define both functional and technical requirements to facilitate design, development, testing, implementation and ongoing support; Assist and support other team members on multiple projects; Provide support and enhancements to existing production applications in a timely and accurate manner; Play active role in defining and implementing best practices, standards and procedures including quality and delivery methodologies; Ensure compliance with the documented software processes and procedures throughout the life cycle of software products; Ensure quality and reliability of code from the development team by conducting a smoke testing and code reviews; Propose and decide on technologies used; Ensure consistency of design elements and interactive behaviors within individual pages/ forms/ components and across entire projects; Train subordinates; Share knowledge and lessons learned with team members."	Technical Lead
Software Quality Assurance Engineer	Quality Assurance
"User Centered Design: Demonstrate knowledge when performing user-centered design tasks independently and has applied best practices for moderately complex systems; User Interface Design: Show expertise when applying human factors knowledge to design complex user interfaces across a variety of technology platforms; Web Concepts: Demonstrate business and conceptual understanding of web applications and assess new technology, platforms and design criteria impacts; Usability Testing: Direct usability testing and make recommendations to make a state-of-the-art, multi-platform systems; User Interface Standards and Best Practices: Highest expertise applying industry user interface design standards and best practices to design usable, intuitive and highly complex software applications."	Architect
Propose database architecture Act as a database mentor for all of our teams Development in the area of databases Performance tuning in the area of databases	Architect
"Develop critical framework components/reusable modules; Establish, maintain and adhere to set of development standards and patterns; Document technical findings/decisions and make technical presentations; Maintain, improve and optimize Lycos internal software development process."	Architect
Provide software quality assurance (SQA) of Inegrated Circtuits design; Make software quality testing with some guidance from senior level managers and other engineers.	Quality Assurance
"VYOM LABS PVT. LTD. PUNE, INDIA JUNE 2005 DEC 2005 Software Testing Engineer Vyom Labs Pvt. Ltd. specializes in offering services and training in Software Testing, IT Infrastructure Management. Manual Testing, Regression Testing using tools such as WinRunner, TestDirector, Bugzilla Writing and executing Test Cases. Coordinated with Senior Managers for issue reporting and resolution. Environment: Windows, WinRunner, QTP, TestDirector, Bugzilla, and Testzilla"	Quality Assurance
"As a senior QA engineer you are responsible for whole testing projects. It includes tasks such as writing test plan, performing tests, writing reports"	Quality Assurance
"Work migration, Transition and support services to clients across globe for TELentice (a digital Media product). SPOC for GDC team & Reporting to Delivery Manager Oceania region. Coordinating with internal/external customers for successful business operations and implementing procedures and service standards for business excellence. Defining & managing requirements working with the business users and stakeholders in project lifecycle. Resource Planning & Management, Conducting internal process reviews and SQA project audits for ensuring strict adherence to CMP defined quality processes & documentations."	Architect
"Lead efforts to define system and process requirements specific to user needs; Lead analysis and review existing system problems. Accept input from others and make recommendations for improvements; Oversee software integration and interface development; Streamline processes to maximize utility of existing IT resources; Help business operations utilize information systems to improve efficiency; Deploy new performance monitoring and alert services, focusing on security and protecting the companys and clients data; Analyze, report on, and make recommendations for the improvement and growth of the IT infrastructure and IT systems; Resolve all project issues including timeline, scope changes, software functionality and technology including managing project quality to ensure meeting business requirements."	Manager
"COMPUTER SCIENCES CORPORATION INDIA PVT. LTD. JAN 2006 APRIL 2009 Project: AXA-Equitable Group Sr. Software Engineer Quality CSC, the worlds third largest IT services player is one of the most admired & reputed IT companies of the world AXA Equitable is a client of CSC for many years. AXA Equitable life insurance and annuities systems run on CSC's VANTAGE-ONE, LIFE/70 and Cyberlife software applications. The CSCI AXA team FSG India and AXA equitable were jointly responsible for the management of the program and for providing the necessary resources to the project. Key Accomplishments: Played key role in CMMI 1.2 implementation in the organization. Instrumental in creation of Policies, procedure, guideline and templates as part of CMMI. Performed periodic process compliance and work product audits (delivery inspection). Automated reports that have considerably reduced report generation time which lead to increase in productivity and turn on time. Responsible for metrics generation collection, analysis and follow-up as part of QPM Achieved a very high customer satisfaction rating for the project through process improvement. Routinely develop clear cohesive reports that identify problem areas and suggest improvements. Instrumental in defect prevention activities including defect causal analysis. Led Effort Estimation using Function Point Analysis methodology. Proactively negotiated with client for changes in process and key performance metrics. Involved in Risk Management and Disaster recovery management. Participated in Knowledge Management and Value-Add Initiatives. Conducted various process training (Organization and project Level)"	Quality Assurance
"Worked as a technical lead responsible for delivering a web based application(MS technologies) for Ministry of Health , India for controlling malaria & has been implemented successfully across all states and 542 districts in India. Contributing in various activities including Requirement gathering, Application Design & Development, Deployment, and Implementation & Client Trainings. Technology expert on MS .NET technologies helping other projects with-in Organization in terms of application design & architecture along with technical guidance and participation in sales bid proposal for some of domestic clients."	Technical Lead
IC design software quality assurance (SQA); Software quality testing with some guidance from senior level managers and other engineers.	Quality Assurance
"Manage the team; Define, maintain, oversee and enforce engineering processes; Provide project leadership for key projects; Train and mentor project leaders; Take responsibility for release dates, milestones and budgets."	Manager
"Specific tasks and key responsibilities include but are not limited to: Translate design requirements and specifications into robust implementations; Design, proto-type, develop and manage the technical aspects of the software; Perform implementations in a timely fashion; Perform quality assurance tasks, such as testing of the software products."	Software Engineer
"Define quality and design requirements for entry and outgoing data, as well as other traits of reports presented by entities accountable to the FIU according to the Law on Anti-Money Laundering and Combating Terrorist Financing (herein AML/CFT); Input data into databases, maintain operation ability of centralized databases; Analyse technical eligibility of reported data and identify mismatches in reports; Maintain availability of needed data in analyzable format; Provide analyst with data needed in usable formats; Responsible for technical maintenance and development of data formats and databases, also on the basis of analysis of international experience conducted; Provide professional assistance and trainings to stakeholders in the field of AML/CFT respective to his/her proficiency field."	Database Administrator
"Implementing multi activity purchase functionality in single itinerary Build admin tool for marketing team to create customized theme based pages Adding new functionalities as test and learns to improve the end user experience Simplifying existing processes and framework of unit testing using TestNG Providing support on the live site issues Responsive UI development (JSP, HTML, Tag Libraries, CSS, JavaScript, JQuery, Backbone.js, Handlebar Template)"	Software Engineer
"Increased institutional effectiveness by performing data analysis developing high level reports using SQL and PL/SQL for Office of the Deans and College of Education fulfilling program evaluation and accreditation initiatives. Communicated with internal and external constituents gathering business requirements ensuring feasibility. Increased operational efficiency by implementing Educator Preparation Reform System according to Systems Development Life Cycle. Increased service satisfaction by training end users on Business Intelligence reporting software. Managed Livetext database by data manipulation, administering accounts, security, passwords ensuring data integrity. Modeled historical and trend data for President's budget forecast analysis, Dean Interview Committee, Alumni Events, Graduation Comparison rates. Collected and compiled enrollment data for Online U.S. World News, U.S. World News, Professional Education Data System and Institutional Post-Secondary Data System survey submissions."	Database Administrator
Work as a part of international project teams for leading IT companies; Code in accordance with defined standards; Mentor team members as required; Perform unit and system integration tests; Business trips to Europe and the US possible.	Technical Lead
"Worked actively in SITA GSL OMAN Phase 3, Phase 2.5 and Phase 2.0 Enterprise Product consisting of a Web Application, Server, Client and Mobile application Portal. As an Individual contributor in the domain of Product Quality Assurance, Customer training and support, Feature Designing, mentoring fellow team members in one of the market leading software product. Oversaw the Quality procedures related to the project and performed quality audits to ensure templates, procedures and methodologies are adhered to International standards. Appreciated for taking lead for the changes introduced in automation and improved the productivity of the team. Automated the customer workflows for GSL Automation and executing them in production like environment."	Technical Lead
"Make all necessary installations, updates and maintenance of existing servers and user workstations; Provide uninterruptible work of users in office (30 users) and stores in Yerevan and regions (20 stores); Organize new workplaces for new employers upon necessity; Purchase needed equipment, computers, printers etc.; Organize work with internet providers."	Manager
"Led group of developers in generating web based database applications. Generated SOW, system requirements, design specifications, data modeling, group management and customer liaison. Developed and maintained PL/SQL stored procedures, ETL and triggers for various academic web based applications. Supported academic end users and senior level management with data report requests. Installed and maintained Oracle and Microsoft SQL Server data base instances. Provided data modeling and data ETL for all web application development. Executed periodic data loads and provided support for various mission critical web based applications."	Database Administrator
"Have been involved in customer interaction and meetings about portal Involved in requirement gathering, discussion with other technical teams who going to use this portal in future. Prepared test cases, Software design document and software technical document. Involved in GO NOGO meeting with client and deadline of Sprints."	Technical Lead
Transition Manager	Manager
"The key elements of the role are full life cycle product development working in a technically strong team through requirements gathering, architecture, development and release. The candidate is required to work closely with the other technical members of the Lycos Mail team in Yerevan as well as in Paris on new and challenging projects."	Software Engineer
"Informix and/or Oracle database administration, installation, backup and recovery, performance tuning, SQL optimization, maintenance."	Database Administrator
Provide software quality assurance (SQA) of Inegrated Circtuits design; Make software quality testing with some guidance from senior level managers and other engineers.	Quality Assurance
