Description,Label
"Responsible for designing/maintaining application architecture of all Jetstar commercial systems projects. Creating, Reviewing and managing all the necessary technical documentation required for the project work. Providing technical leadership to development team, involved in development of framework/ complex common functionalities and code reviews. Technical Presales support, responding to RFPs and preparing SOWs.",Architect
 Be responsible for business-modeling;  Be responsible for project requirements analyzing;  Be responsible for system architectural design;  Develop technical and project documentations.,Architect
"Specific tasks and key responsibilities include but are not limited to the following:  Translate design requirements and specifications into robust implementations;  Design, proto-type, develop and manage the technical aspects of the software;  Perform implementations in a timely fashion;  Perform quality assurance tasks, such as testing of the software products.",Software Engineer
"? Played role of technical lead responsible for the design, development and implementation of web-based computing systems using .Net platform. Assisted Project Manager in managing project workload, schedules and deliverables. ? Contributing & delivering various fix bid projects for key client like American Honda Motors. ? Part of technical panel for hiring senior technical resources (MS technologies) at Organization level. ? Part of various audit programs and assessment team for CMM level 5 certifications.",Technical Lead
Operational Service Configuration. Implemented GIS functionalities in School Locator Application. Implemented Share Functionality in My Government Services Application. Upgraded Api in Public Notification and Citizen Service Request Applications. Responsible for UI development. Resolving service tickets for customers. Managing change request and supporting during various testing and go live phase. Direct interaction with client for unplanned requirements and supports.,Software Engineer
" Understand Modelling Concepts;  Develop critical framework components/reusable modules;  Establish, maintain and adhere to set of development standards and patterns;  Document technical findings/decisions and make technical presentations;  Maintain, improve and optimize Lycos internal software development process.",Architect
"Specific tasks and key responsibilities include but are not limited to the following:  Translate design requirements and specifications into robust implementations;  Design, proto-type, develop and manage the technical aspects of the software;  Perform implementations in a timely fashion;  Perform quality assurance tasks, such as testing of the software products.",Software Engineer
" Understand, define and analyse the needs and funtionalities of the software to be developped;  Dispatch the programming work to the available ressources;  Manage the project and the team;  Keep up with deadlines and quality;  Activily report to the IT manager.",Manager
Database development:  Writing stored procedures and triggers;  Managing and tuning the Database performance.,Database Administrator
" Deploy, develop and maintain the websites for management and exchange of product informations  Programming in HTML and using PHP scripts/programs with MySQL  Maintaining security of the sites, developing and implementing an access control system enforcing different levels of access.",Software Engineer
 Rendering technical assistance to Database Management Systems;  Realization of SQL servers maintenance activities: back-up and replication;  Participation in designing of software development projects.,Software Engineer
"Involved in Full STLC, Defect Reporting, making test Strategy/plan, Causal Analysis, Post Release Analysis-Analysis of Production Defects and Gap Analysis Managing QA Team, assign task to the Team and monitoring Team daily activity. Creating Requirement Traceability Matrix Involved in review and handover processes Expertise in Analysis of Requirement documents, Design documents & Business Rules. Experience in Mobile Testing [iOS, Android and Blackberry] for the applications functionality Involved in Training, Mentoring Team, and Reporting Handling release implementation (post production testing) Guide project teams in issues related with Travel Domain Frequent interaction with client for requirements and their query solving sessions through various modes like mail or calls Resolve technical and functional problems of the team members. Trained the team on Travel Domain skills",Quality Assurance
" Maintain and manage the 1C database, including data entry, verification of general reports;  Prepare special reports for Sales department Team leaders, Managers and Top Management;  Manage, maintain and print all necessary forms and documents for Sales department according to standard procedures;  Update, print and distribute copies of the daily, weekly Field Schedule;  Assist Sales department management staff with preparation of documents and materials;  Serve as a backup to the Administrative Assistant when necessary;  Facilitate communications between members of the Sales department staff, i.e., take messages, pass on information, etc.;  Assist Sales department staff in communications between staff members and clients;  Support Sales department with the filing and organization of documents and materials;  Assist on maintaining all Sales departments and clients files;  Attend and translate field meetings whenever necessary;  Support Sales department with the written translation of manuals, documents, materials and emails;  Assist Sales departments staff with scheduling and appointments when necessary.",Database Administrator
 Test the quality of raw materials and final product according to the established norms and quality standards as per assigned schedule;  Fill in the relevant register with approprate test results as required by the internal procedures;  Inform the QA Manager and Production Supervisor about any deviations from quality standards and norms.,Quality Assurance
"Responsible for managing different aspects of project execution including schedule, scope, quality, risk, stakeholder, vendor, resource and integration activities. Facilitation of project activities and communicating project deliverables, milestones, problems etc. to multiple levels of participants and stakeholders Provide leadership over the project team (including Developers, Operations Team, vendors etc). Leading new requirements to design, develop, and implement and follow new systems following established project management methodologies and standards. Identification of resources/ skills required to support project activities. Conducting project team and stakeholder meetings, appropriately elevating issues of scope schedule with the Client and Management. Complete webMethods Administration & server security. Create & execute project work plans & revise (DevOps Technique) as appropriate to meet changing needs & requirements. Conduct risk analysis & prepare mitigation strategies where necessary. Coordinate multidisciplinary activities to ensure that the project deliverables are met. Identify resources needed & work with section heads to assign individual responsibilities. Manage day-to-day operational aspects of a project & scope. Review deliverables prepared by team before passing to client. Effectively apply methodology & enforce project standards. Conduct project review meetings with clients & prepare agendas, meeting minutes & project summaries. Hold regular status meetings with project team. Ensuring the adherence to the delivery dates.",Manager
" Gather and produce requirements and designs;  Write and test code for the required product;  Plan software development activities and follow established processes accurately;  Share knowledge, mentor peers, listen and hear team members positions and provide a fair evaluation of different opinions;  Assign build master from development team members;  Prepare the build status report;  Communicate with management and team members effectively;  Keep commitments;  Participate in discussions regarding technical issues;  Work as part of a software development team.",Technical Lead
"? Development of front-end view components i.e. slot machine reel with animation, interactive Control buttons, winning combination elements. ? Interaction with server and send the user s Interaction Data to server using http methods and Display the possible combinations of winning, money/chips validation which get return by the server response. ? Development of Separate Bonus-module/mini-game which loaded when users get Bonus.",Software Engineer
" Deploy, develop and maintain the website for management and exchange of product informations.  Programming in HTML and using PHP scripts/programs with MySQL.  Maintaining security of the website, developing and implementing an access control system enforcing different levels of access.",Software Engineer
Develop UI for the modules based on the design/wireframes provided. Debug existing problem related to UI architecture Develop custom components for the library to be used across all products Co-ordinating with the team members from various locations(US/UK/Bosnia) to keep track of the development Unit testing of the developed module Adding enhancement to the existing modules Providing guidance to the sub ordinates Conducting knowledge sharing sessions to on board more people from within the organization,Software Engineer
" Manage and develop detailed project plans and schedules for software development: allocate resources accordingly;  Manage team members responsible for implementing the software system and architecture. Drive their task lists;  Present development goals and updated progress reports;  Work with Technical Support and Quality Assurance to record and report issues from the field, understand project perspectives, gather enhancement requests, and understand and solve implementation issues;  Maintain and recommend software development tools and processes. Evaluate tools requested by developers, seek improvements in processes, recommend tools based on industry standards and accepted methodologies.",Manager
" Manage/design the architecture of the projects within the group  Planning together with the team (estimate, dependencies etc)  Software development  Technical quality of the project  Code review within the group  Act as a mentor for the team",Architect
"Understand the testing effort by analyzing the requirements of project. Estimate and obtain management support for the time and resources required to perform the testing. Define the Strategy and Test Plan Identify training requirements and forward it to the Project Manager Assign task to all testing team members and ensure that all of them have sufficient work in the project. Ensure content and structure of all testing documents / artifacts is documented and maintained. Document, implement, monitor, and enforce all processes for testing as per standards defined by the NIIT Tech. Escalate the issues about project requirements (Software, Hardware, Resources) to Project Manager / Sr. Test Manager. Organize the status meetings and send the Status Report (Daily, Weekly etc.) to the client Track and prepare the report of testing activities like test testing results, test case coverage, required resources, defects discovered and their status, etc. Review Test Scenarios prepared by Test engineers to ensure Requirement coverage. Prepare Requirement Traceability Matrix Ensure the timely delivery of different testing milestones. Prepare / updates the metrics dashboard at the end of a phase.",Quality Assurance
" Ensure Oracle systems uninterrupted availability;  Be responsible for installation, tuning, optimizing and troubleshooting Oracle instances;  Be responsible for SQL*Loader, Imports/ Exports, Backup and Recovery strategies monitoring and implementation;  Lead server and PC configuration in reference to SQL*Net;  Prepare SQL queries and reports.",Database Administrator
"Specific tasks and key responsibilities include but are not limited to:  Translate design requirements and specifications into robust implementations;  Design, proto-type, develop and manage the technical aspects of the software;  Perform implementations in a timely fashion;  Perform quality assurance tasks, such as testing of the software products.",Software Engineer
 Be responsible for business-modeling;  Be responsible for project requirements analyzing;  Be responsible for system architectural design;  Develop technical and project documentations.,Architect
"The key elements of the role are full life cycle product development working in a technically strong team through requirements gathering, architecture, development and release. The candidate is required to work closely with the other technical members of the international Lycos Billing Platform team.",Software Engineer
To participate in projects,Software Engineer
"Specific tasks and key responsibilities include but are not limited to:  Design and fine-tuning of the physical data model for an application;  Creation of the physical databases for an application;  Troubleshooting and fine-tuning of databases performance in production to ensure maximum performance;  Development of integration, replication and backup/ restoration strategies;  Development of required stored procedures for the applications.",Database Administrator
"Led group of developers in generating web based database applications. Generated SOW, system requirements, design specifications, data modeling, group management and customer liaison. Developed and maintained PL/SQL stored procedures, ETL and triggers for various academic web based applications. Supported academic end users and senior level management with data report requests. Installed and maintained Oracle and Microsoft SQL Server data base instances. Provided data modeling and data ETL for all web application development. Executed periodic data loads and provided support for various mission critical web based applications.",Database Administrator
" Implement and accomplish fraud management procedures;  Perform analysis of new and existing systems and platforms ensuring receipts and processing of payments;  Create, implement and develop integrated method of determination and control over revenue loss;  Develop and implement effective working methods of the division in accordance with tasks assigned;  Prepare and present necessary reporting in a timely manner.",Technical Lead
"Software design, implementation and co-management",Software Engineer
Performed functional testing of an application Developed test cases to test the application manually Compared actual & expected results Categorized bugs based on the severity,Quality Assurance
" Design, develop, introduce and assist technical project staff to use the M&E database and M&E management information system. Design and modify software for project monitoring and evaluation, and associated statistical assessments to supporting intervention refinement, and reporting needs of the project;  Work with the technical Monitoring and Evaluation Team and with project Component teams, to create efficient analytic systems and data collection and data management, implement and maintain quality control in data management and maintain and help use project databases as needed for projects decision-making;  Work with project technical staff in the wider process of coordination and integration of information systems in/ with the primary healthcare level;  Participate together with the wider Project IT staff-pool in the creation and maintenance of office network (intranet) and IT solutions in office, and interfacing with offices and partners in the field;  Provide training to project staff, in use of database resources, software and methods;  Perform other duties as assigned by the Chief of Party and/ or Team Leader.",Database Administrator
 Rendering technical assistance to Database Management Systems;  Realization of SQL servers maintenance activities: back-up and replication;  Participation in designing of software development projects.,Software Engineer
"Offshore Polaris Chennai team project management using AGILE methodology. Reviewing and managing all the necessary documentation required for the project work. Involved in implementation of the complete solution like task allocation, team managing and tracking. Involved in hands on development of complex functionalities and road blocker bug fixes. Client SIT (System Integration Testing) and UAT (User Acceptance Test).",Technical Lead
" Lead the software development process;  Work with the Centers management team and lead specialist to capture functional and design requirements;  Develop project plans and system architecture in collaboration with the rest of the software development team;  Supervise a team of Flash, AJAX and LAMP developers;  Organize and implement testing, debugging and deployment.",Manager
"As a QA engineer with Linux skills you will be responsible for the installation testing, test script development and more QA related work. You will also work early in the development phase and your input is important for the development team.",Quality Assurance
"Working with US representatives (business representatives, as well as development team members), cooperating with customer representatives, fine-tuning requirements, development of design of system key components, management of remote development team in Russia.",Technical Lead
"Gathering and refining the specifications and requirements based on technical needs and create layout/user interface by using standard HTML/CSS practices Integrated couple of open source JS libraries to display dynamic, automatically organized, customizable network topology views. The library consists of the components Dataset, Timeline, Network, Graph2d and Graph3d Building reusable code and directives/libraries for future use",Software Engineer
 Develop software according to requirements;  Take part in gathering requirements;  Take part in system architecture development;  Participate in planning;  Complete work according to deadlines;  Take part in mentoring other developers professional skills,Architect
"Operational Service Configuration. Implemented widget structures. Implementing GIS functionalities: Geocoding, reverse Geocoding on Map. Explore, override and enhancement of ESRI direction widget. Proximity analysis of data services. Sharing functionality through social networking. Responsible for GUI designing. UI development for smartphone/tablet using media query. Resolving service tickets from customers. Managing change request and supporting during various testing and go live phase. Direct interaction with client for unplanned requirements and supports.",Software Engineer
" Develop databases using MySQL InnoDB tables;  Develop Database Abstraction Layer using PHP mysqli extension;  Read, understand and modify an existing code.",Architect
 Assist the program management in implementing the Program component related to the development of the State Water Cadastre Information System;  Refine and utilize water use guidelines and associated regulations;  Assist in designing and populating databases based on MS Access;  Design and build database user interface and data entry forms;  Design and construct database reports;  Conduct comprehensive populating of established cadastral databases;  Design and construct data import and export utilities;  Assist in GIS-based mapping.,Database Administrator
" User Centered Design: Demonstrate knowledge when performing user-centered design tasks independently and has applied best practices for moderately complex systems;  User Interface Design: Show expertise when applying human factors knowledge to design complex user interfaces across a variety of technology platforms;  Web Concepts: Demonstrate business and conceptual understanding of web applications and assess new technology, platforms and design criteria impacts;  Usability Testing: Direct usability testing and make recommendations to make a state-of-the-art, multi-platform systems;  User Interface Standards and Best Practices: Highest expertise applying industry user interface design standards and best practices to design usable, intuitive and highly complex software applications.",Architect
 Work as a part of international project teams for leading IT companies;  Code in accordance with defined standards;  Mentor team members as required;  Perform unit and system integration tests;  Business trips to Europe and the US possible.,Technical Lead
"Database administration, installation, backup administration, optimization in Informix and Oracle Database, Unix systems.",Database Administrator
" Develop J2EE applications;  Be responsible for data-modeling and database design;  Implement user web interface technologies;  Interact with business owners, enterprise and system architects, developers, project managers and QA.",Technical Lead
"Provided leadership, direction, and support to technical team. Modeled all the internal processes of the customer, relating to their Media Asset Management and Content Scheduling & Sales system into IBM MQ Workflow",Technical Lead
 Analyze designs and develop architectures for software systems;  Deliver optimized application architecture by translating business requirements into technical attributes;  Understand business and technical goals and constraints;  Articulate solution vision;  Prepare alternative approaches and specify components and interfaces.,Architect
"Working with US representatives (business representatives, as well as development team members), cooperating with customer representatives, fine-tuning requirements, development of design of system key components, management of remote development team in Russia.",Technical Lead
"Created new databases, involving importing and exporting: installing and configured database software for Oracle Application development environment. Responsible for Oracle 9i logical and physical databases design, implementation, and maintenance Reorganized databases and sized database objects to meet standards and improve performance 30% Handled database server tuning, application tuning, maintaining documentation, capacity planning and database security",Database Administrator
To participate in projects,Software Engineer
"? Creating Test Plan and Test Cases for all kind of testing in Oman. ? Writing End to End Test cases for System Integration. ? Daily, Weekly and Monthly Status Reporting. ? Exit Reports at the end of each sprint ? Data Migration and Synchronization test for VIS. ? Automation using QTP of Regression and Migration test scenarios. ? Review Test Scenarios and Test Cases identified by the team. ? Involve in the Functional and Technical Analysis during database migration. ? Design and execute regression testing suites on impacted systems. ? Defect Triage during SIT.",Quality Assurance
"Responsible for Oracle 9i logical and physical database design, implementation, and maintenance on Windows NT Created new databases and users: set up backups, export, and other monitoring scripts Implemented database refresh using full export for table level and full database defragmentation, resulting in improved performance and effective space management. Managing database security. Design, develop, and implement automated data backup and restoration procedures. Provide technical support for database maintenance and disaster recovery Identify, recommend, and implement all new database technologies and Oracle license management.",Database Administrator
"Implemented rich and user friendly UI using Bootstrap and HTML5 and CSS3. Implemented various classes and plug in of Bootstrap. Explored and Managed Google api. Dynamically Populate Data to UI and applied filters using jQuery. Implemented share functionality. Create responsive application by using media query and CSS3. Provide support on all browsers, tablets and smart phones. Provided support and Implemented google Map functionality in other projects also. Implement various form using Bootstrap, HTML and jQuery.",Software Engineer
" Maintain, administer and operate Oracle Databases with goal of high availability;  Be responsible for Tune Oracle Databases for best performance;  Analyse and solve problems in the area of Oracle databases;  Execute changes with effect on Oracle databases;  Related processes: Deployment/System Rollout Process, Capacity Management, Availability Management, Continuity Management, Operations Management, Incident/Problem Management, Change Management, Service Level Management (ITIL).",Database Administrator
" Manage and supervise a team of dedicated professionals responsible for the implementation of quality improvement activities, including provision of technical assistance to inform and refine quality improvement strategies, including introduction of evidence-based medicine principles, clinical practice guidelines, quality assurance and quality improvement strategies at national, marz, and health facility-levels;  Build on and enhance achievements in facility-level quality improvement and health information systems, specifically tackling NCD/ prevention issues, MCH/ RH, emergency care, etc.;  Provide technical assistance to develop capacity building approaches and training packages for training institutions and health care professionals;  Provide inputs to draft laws, policies, strategies and regulations as required;  Provide technical assistance to the Ministry of Health to introduce workforce planning tools and mechanisms;  Maintain strong and cohesive collaboration with other teams of the project as well as international organizations, MOH and other key counterparts, to jointly agree on strategies and implement activities in a way that increases local ownership and sustainability;  Maintain excellent relationships and promote effective collaboration with health sector organizations/ institutions, as well as donors, development partners, and other USAID projects;  Develop, provide overall technical guidance, inputs and ongoing support in all technical deliverables pertinent to the QI/ QA component activities of the project, per project SOW and programmatic strategies;  Provide technical support and leadership on planned STTAs for the QI/ QA component of the project, including drafting SOWs, maintaining communication and relevant paperwork;  Prepare project reports, including workplans, quarterly and annual progress reports and progress against Performance Management Plan.",Technical Lead
"? Have been involved in customer interaction and meetings about portal ? Involved in requirement gathering, discussion with other technical teams who going to use this portal in future. ? Prepared test cases, Software design document and software technical document. ? Involved in GO NOGO meeting with client and deadline of Sprints.",Technical Lead
" Lead efforts to define system and process requirements specific to user needs;  Lead analysis and review existing system problems. Accept input from others and make recommendations for improvements;  Oversee software integration and interface development;  Streamline processes to maximize utility of existing IT resources;  Help business operations utilize information systems to improve efficiency;  Deploy new performance monitoring and alert services, focusing on security and protecting the companys and clients data;  Analyze, report on, and make recommendations for the improvement and growth of the IT infrastructure and IT systems;  Resolve all project issues including timeline, scope changes, software functionality and technology including managing project quality to ensure meeting business requirements.",Manager
"Manage the deliverables of offshore team (22 members) for design and development of new features of the product Involvement in Project Planning, Resource Management, Project Estimation and Scheduling Requirement Gathering, Analysis, Formulating and Reviewing Application specifications Design reviews, Code Reviews, Test Plan Reviews Preparing Technical Specification Document, High Level Design Document, Detailed Design Document.",Manager
"RFB Response and Solutioning for customers requesting for IoT based solutions Develop POCs using the IBM IoT Foundation, IBM BlueMix, Raspberry Pi Vendor Analysis of IoT Platforms ThingWorx, CloudPlugs Program Management and Planning for the Automation Program. Vendor Analysis of Robotic Process Automation Tools. Knowledge Items creation on Arago Autopilot for RPA in Application Management space. Requirement Gathering, Analysis for implementation of RPA within CSC accounts Single handedly developed a Crowdsourcing Platform in Java/J2EE and deployment of the same on AWS Elastic BeanStalk, SSO/Federation using SAML2 Assertion.",Manager
" Establish the needs of users;  Plan dataflows for a new or revised database;  Map out the 'conceptual design' for a planned database in outline;  Consider both 'back end' organisation of data and 'front end' accessibility for end users;  Refine the 'logical design' so that it can be translated into a specific data model;  Further refine the 'physical design' to meet system storage requirements;  Test new systems;  Maintain data standards, including adherence to the Data Protection Act;  Write database documentation, including data standards, procedures and definitions for the data dictionary ('metadata');  Controll access permissions and privileges;  Train users;  Meet users' access requirements and resolve their problems;  Ensure that storage, archiving, backup and recovery procedures are functioning correctly;  Be responsible for capacity planning;  Work closely with IT project managers, database programmers and web developers;  Provide technical support for outdated 'legacy' systems;  Communicate regularly with technical, applications, and operational staff, to ensure the database integrity and security;  Commission and install new applications;  Use monitoring and troubleshooting utilities to effectively diagnose problems.",Database Administrator
Designing Test scenario & Test cases. Writing Test Cases in Test link Implementation of processes & Procedures Involved in target Test Execution Training of offshore test resources Work assignment Involved in Client calls.,Quality Assurance
"Involved in the Gathering and analyzing business requirements and help business analyst to create Functional requirement document. Conducted workshops and interviews for business users to formulate work strategies. Business case formulation and analyzing the impact on overall solution delivery to management. Reviewing and managing all the necessary documentation required for the project work. Project management using AGILE methodology and Involved in implementation of the complete solution like task allocation, team managing and tracking. Designing the technical architecture of complete system using latest technology stack. Involved in development of common complex functionality. Delivered the complete solution to client. Client SIT (System Integration Testing) and UAT (User Acceptance Test). Involved in providing training the internal stake holders.",Architect
"Interface with customer and be the single point of contact for all requirements Creation of demo, POC and presentations Estimating implementation effort Conducting requirement gathering meetings and interviews Writing and editing functional documents including Scope of work, Software Requirement Specifications, Business Process Models, Use Cases etc. Managing complete project life cycle Built teams, defined roles, managed resources, coordinated meetings, evaluated risks & issues Facilitated team collaboration & fostered communication; created and managed action item databases Coordinated critical activities, managed engagements & expectations, secured time-critical approvals Overall responsibility for project profitability, resource utilization, recruitment and retention",Manager
"The key elements of the role are full life cycle product development working in a technically strong team through requirements gathering, architecture, development and release. The candidate is required to work closely with the other technical members of the Lycos Mail team in Yerevan as well as in Paris on new and challenging projects.",Software Engineer
 Prepare spatial databases and ArcGIS shape layers for water resources of Armenia;  Assist in GIS-based mapping including scanning and digitizing;  Contribute to training of counterpart agency staff in database management techniques (GIS and populating databases);  Conduct comprehensive populating of State Water Cadastre Information System databases under MS Access.,Database Administrator
" Design, develop and maintain automated tests;  Run tests and record test results;  Identify, reproduce and report defects;  Verify defect fixes;  Create and maintain test plans from requirements and design documents;  Maintain other test documentation.",Quality Assurance
"We expect a successful candidate to be able to  design and develop software products,  create programs for heterogeneous environments (MS Windows, Unix), communicating by means of network protocols  author and maintain internal and end-user documentation.",Software Engineer
"Responsibilities include:  Design and development of scalable, data-intensive infrastructure  Architecture design, database schema design, software design and implementation  Add support for multiple image formats (e.g. PDF) and page layout description",Software Engineer
 Design and implement RDBMS schemas and data access components;  Develop strategies for deployment of high performance RDBMS operations;  Design and code software components for web applications;  Develop high performance and scalable algorithms;  Interact with technical managers to facilitate the smooth flow of all technical information;  Interact and train QA Engineers in all technical aspects of the projects.,Architect
" Software quality assurance in accordance with developed requirements  Taking part in requirements development and analysis  Taking part in testing strategy development, testing documentation development  Taking part in planning  Commitment to meeting deadline according to a plan  Keeping rules of team work on a project  Improving skills, learning new tools and testing technologies  Taking part in improving professional level of other team members  Taking part in managing a testing team",Quality Assurance
" Develop a database according to the specifics and requirements of the program;  Supervise the cataloguing of information;  Provide technical management of the centers equipment and maintenance of the Internet and other IT facilities;  Manage the database, including producing a monthly summary from the database for submission to the coordinator;  Perform any other duty as assigned by the project management team and centre coordinator.",Database Administrator
" Be responsible for web content administration;  Manage content of website by gathering information and integrating data from other departments;  Develop user interface and design standards, including improvement of features, to attract visitors to the website;  Work with company staff to identify, index, and make available knowledge resources;  Work with internal business and technical managers to fully understand content requirements to design and maintain an optimal interface;  Serve as expert consultant to staff on the development of web content in support of companys objectives;  Write, edit and create a variety of internal and external publications and marketing brochures for online publication;  Perform regular reviews of company web sites and other new media channels to ensure content accuracy, timeliness and relevance;  Be responsible for network automation management;  Be responsible for web site promotion;  Collaborate with team members on developing the procedural and technical means to add new platforms into the automation suite.",Manager
" Define quality and design requirements for entry and outgoing data, as well as other traits of reports presented by entities accountable to the FIU according to the Law on Anti-Money Laundering and Combating Terrorist Financing (herein AML/CFT);  Input data into databases, maintain operation ability of centralized databases;  Analyse technical eligibility of reported data and identify mismatches in reports;  Maintain availability of needed data in analyzable format;  Provide analyst with data needed in usable formats;  Responsible for technical maintenance and development of data formats and databases, also on the basis of analysis of international experience conducted;  Provide professional assistance and trainings to stakeholders in the field of AML/CFT respective to his/her proficiency field.",Database Administrator
"Specific tasks and key responsibilities include but are not limited to:  Translate design requirements and specifications into robust implementations;  Design, proto-type, develop and manage the technical aspects of the software;  Perform implementations in a timely fashion;  Perform quality assurance tasks, such as testing of the software products.",Software Engineer
" Create designs for (complex) analog and mixed-signal circuitry;  Contribute in realizing analog systems from the design track till the realization on board-level;  Execute the validation and define the qualification of the hardware;  Characterize, model and optimize analog circuits and building blocks in existing CMOS technologies;  Mentor junior engineers and help develop their skills;  Lead contact in the communication.",Technical Lead
" Design, develop and maintain automated tests;  Run tests and record test results;  Identify, reproduce and report defects;  Verify defect fixes;  Create and maintain test plans from requirements and design documents;  Maintain other test documentation.",Quality Assurance
" Create, manage and update project related documentation;  Participate in all stages of the software development life-cycle;  Schedule, conduct and document project review meetings;  Meet established project deadlines;  Manage project on a day-to-day basis;  Keep project on track;  Ensure team awareness on the project goals and needs;  Contribute to improvement of development processes;  Communicate effectively with the external Project Managers and Local Management",Manager
"Sprint planning, daily stand up meeting, sprint review and retrospection Ensuring that all the user stories are done at the end of every sprint Co-ordination with Functional Team for requirement gathering Ensuring QA validation and getting UAT signoff on time for production promotion Ensuring successful delivery of the project as per scope in SOW and on time",Manager
" Support the project manager in developing the projects schedule and assisting in project coordination;  Work with developers to define the work breakdown structures for the technical activities associated with each project and provide accurate time-estimates for assigned tasks;  Act as liaison between the project managers and the web developers;  Act as a technical reference for the team by providing technical guidance;  Design, develop and implement client-facing and internal web applications using HTML, DHTML, CSS, JavaScript, AJAX, jQuery and ASP.NET;  Revise and update printed and online marketing materials under lead designers guidance;  Slice and optimize graphics for GUI development;  Architecture analysis and documentation of the software specifications for web applications;  Be responsible for designing new application features and functionality;  Define both functional and technical requirements to facilitate design, development, testing, implementation and ongoing support;  Assist and support other team members on multiple projects;  Provide support and enhancements to existing production applications in a timely and accurate manner;  Play active role in defining and implementing best practices, standards and procedures including quality and delivery methodologies;  Ensure compliance with the documented software processes and procedures throughout the life cycle of software products;  Ensure quality and reliability of code from the development team by conducting a smoke testing and code reviews;  Propose and decide on technologies used;  Ensure consistency of design elements and interactive behaviors within individual pages/ forms/ components and across entire projects;  Train subordinates;  Share knowledge and lessons learned with team members.",Technical Lead
" Design test cases;  Perform manual and automated testing;  Design and develop automated test scripts;  Perform GUI, functionality, performance, load, compatibility and usability tests of web applications;  Identify, reproduce and report bugs;  Verify fixed defects and perform regression tests to ensure the quality of software releases.",Quality Assurance
"? Implementing multi activity purchase functionality in single itinerary ? Build admin tool for marketing team to create customized theme based pages ? Adding new functionalities as test and learns to improve the end user experience ? Simplifying existing processes and framework of unit testing using TestNG ? Providing support on the live site issues ? Responsive UI development (JSP, HTML, Tag Libraries, CSS, JavaScript, JQuery, Backbone.js, Handlebar Template)",Software Engineer
Implement complex GUI by architecting and designing.,Architect
" Be responsible for planning, preparing, reporting of test processes as well as organizing the process of test automation;  Lead and direct the work of others, if necessary;  Be responsible for installation tests of applications, automated framework development for white-box analysis of sources and configuration management;  Participate in development of new test tools or enhancement of already existing ones;  Control the test activities;  Report to the QA Manager.",Quality Assurance
" Software quality assurance in accordance with developed requirements;  Commitment to meeting deadline according to a plan;  Keeping rules of team work on a project;  Improving skills, learning new tools and testing technologies.",Quality Assurance
"Database administration, installation, backup administration, optimization in Informix and Oracle Database, Unix systems.",Database Administrator
" Lead the team;  Push team to deliver to its commitments;  Generate necessary team documentation;  Serve as a strong contributing technical member of the team;  Design test cases;  Perform manual and automated testing;  Design and develop automated test scripts;  Perform functional, performance, load, compatibility and usability tests of the website;  Identify, reproduce and report bugs;  Verify fixed defects and perform regression tests to ensure the quality of software releases;  Create all required test documentations.",Technical Lead
" Define quality and design requirements for entry and outgoing data, as well as other traits of reports presented by entities accountable to the FIU according to the Law on Anti-Money Laundering and Combating Terrorist Financing (herein AML/CFT);  Input data into databases, maintain operation ability of centralized databases;  Analyse technical eligibility of reported data and identify mismatches in reports;  Maintain availability of needed data in analyzable format;  Provide analyst with data needed in usable formats;  Responsible for technical maintenance and development of data formats and databases, also on the basis of analysis of international experience conducted;  Provide professional assistance and trainings to stakeholders in the field of AML/CFT respective to his/her proficiency field.",Database Administrator
? Data Extraction and management using BRIO ? Data updating and data reporting on Oracle Logistics (Oracle EBS). ? Data Validations and Worksheet Creation. ? Handling/Resolving customer queries within 30 min TAT ? Perform database validation using SQL queries ? Involved in setting up test systems for executing test cycles.,Quality Assurance
"Successfully lead a team of four personnel in supporting the Configuration Management, Product Definition, and various other engineering, quality, and manufacturing disciplines, to resolve helpdesk related incidents. Issues associated to resolution of incidents addressed software, data, and customer limitations Ensure all incidents submitted are reviewed, researched and resolved per the business processes (a.k.a. standard work instructions) of the Systems Design and Components Integration business unit at Pratt and Whitney. Effectively use the ACE (Lean and Six Sigma) operating system tools to eliminate unnecessary spending, identify areas for improvement (team performance), and enhance productivity. Provide system level testing and support as required f or new builds/software upgrades to be implemented in the database. Used UNIX, Solaris and AIX, to execute utilities provided by the software vendor support group to modify data, and perform basic administrator functions. Perform basic project management skills to ensure successful planning and execution of all projects assigned.",Database Administrator
" Create designs for (complex) analog and mixed-signal circuitry;  Contribute in realizing analog systems from the design track till the realization on board-level;  Execute the validation and define the qualification of the hardware;  Characterize, model and optimize analog circuits and building blocks in existing CMOS technologies;  Mentor junior engineers and help develop their skills;  Lead contact in the communication.",Technical Lead
" Administrater the whole IS infrastructure of all TO (tobacco organization) Armenia offices and DCs;  Perform the disaster recovery, system and user administration of Exchange Server, Active Directory and other Windows 2003 server based systems;  Manage the end-user relations and non-business application requirements of all TO Armenia offices and DCs;  Interact with the rest of the Group IS and third party vendors for operational resolutions;  Administer the locally hosted application databases such as MS SQL;  Manage IS infrastructure and Helpdesk issues and report/ escalate to IS/Market Manager;  Perform the local and Group IS procedures to ensure proper support and control levels;  Execute/ coordinate preventive and active maintenance for the IS equipment of all TO Armenia offices;  Advise/ consult infrastructure, system and IS environment solutions to improve the cost, quality and support structure and implement them.",Manager
"Software design, implementation and co-management",Software Engineer
