Description	Label
"Understand the testing effort by analyzing the requirements of project. Estimate and obtain management support for the time and resources required to perform the testing. Define the Strategy and Test Plan Identify training requirements and forward it to the Project Manager Assign task to all testing team members and ensure that all of them have sufficient work in the project. Ensure content and structure of all testing documents / artifacts is documented and maintained. Document	 implement	 monitor	 and enforce all processes for testing as per standards defined by the NIIT Tech. Escalate the issues about project requirements (Software	 Hardware	 Resources) to Project Manager / Sr. Test Manager. Organize the status meetings and send the Status Report (Daily	 Weekly etc.) to the client Track and prepare the report of testing activities like test testing results	 test case coverage	 required resources	 defects discovered and their status	 etc. Review Test Scenarios prepared by Test engineers to ensure Requirement coverage. Prepare Requirement Traceability Matrix Ensure the timely delivery of different testing milestones. Prepare / updates the metrics dashboard at the end of a phase."	Quality Assurance
 Provide software quality assurance (SQA) of Integrated Circuits design;  Make software quality testing with some guidance from senior level managers and other engineers.	Quality Assurance
 Work in close collaboration with the Project Manager to understand the application requirements;  Act as the development team leader to automate test scripts.	Quality Assurance
"Designing the test plans as per the defined scenarios. Creating and configuring the test data. Test case writing and execution on ITIM. Regular interaction with the onsite team for status updates and issue resolution. Hands on experience of deploying identity solutions using IBM Tivoli Identity Manager. User provisioning and de provisioning in IBM Tivoli Identity Manager. Managed users	 their accounts and passwords in IBM Tivoli Identity Manager. Executed Reconciliation and Life Cycle Processes in IBM Tivoli Identity Manager. Executing the various client defined scenarios for the user and verifying their impact on the security of the web application. Currently leading the offshore team of 3 people. Bug tracking and version control. Regular client interaction for status updates and issue resolution. Prepared configuration files. Data validation of values pulled by the parser."	Quality Assurance
" Be responsible for planning	 preparing	 reporting of test processes as well as organizing the process of test automation;  Lead and direct the work of others	 if necessary;  Be responsible for installation tests of applications	 automated framework development for white-box analysis of sources and configuration management;  Participate in development of new test tools or enhancement of already existing ones;  Control the test activities;  Report to the QA Manager and others."	Quality Assurance
Designing Test scenario & Test cases. Writing Test Cases in Test link Implementation of processes & Procedures Involved in target Test Execution Training of offshore test resources Work assignment Involved in Client calls.	Quality Assurance
"Developed Test Plan	 Test Cases	 and Test Scripts for Newly developed system. Actively Participated in walkthrough meetings. Managed and conducted ETL and Report testing. Tracked the defects using Quality Centre and generated defect summary reports. Prepared status summary reports with details of executed	 passed and failed test cases on daily and weekly basis."	Quality Assurance
"Involved in Full STLC	 Defect Reporting	 making test Strategy/plan	 Causal Analysis	 Post Release Analysis-Analysis of Production Defects and Gap Analysis Managing QA Team	 assign task to the Team and monitoring Team daily activity. Creating Requirement Traceability Matrix Involved in review and handover processes Expertise in Analysis of Requirement documents	 Design documents & Business Rules. Experience in Mobile Testing [iOS	 Android and Blackberry] for the applications functionality Involved in Training	 Mentoring Team	 and Reporting Handling release implementation (post production testing) Guide project teams in issues related with Travel Domain Frequent interaction with client for requirements and their query solving sessions through various modes like mail or calls Resolve technical and functional problems of the team members. Trained the team on Travel Domain skills"	Quality Assurance
" Software quality assurance in accordance with developed requirements  Taking part in requirements development and analysis  Taking part in testing strategy development	 testing documentation development  Taking part in planning  Commitment to meeting deadline according to a plan  Keeping rules of team work on a project  Improving skills	 learning new tools and testing technologies  Taking part in improving professional level of other team members  Taking part in managing a testing team"	Quality Assurance
" Be responsible for planning	 preparing	 reporting of test processes as well as organizing the process of test automation;  Lead and direct the work of others	 if necessary;  Be responsible for installation tests of applications	 automated framework development for white-box analysis of sources and configuration management;  Participate in development of new test tools or enhancement of already existing ones;  Control the test activities;  Report to the QA Manager and others."	Quality Assurance
 IC design software quality assurance (SQA);  Software quality testing with some guidance from senior level managers and other engineers.	Quality Assurance
" Supervise the development of sophisticated applications for financial clients;  Understand the client requirements and design their implementation in the .NET platform;  Organize and lead the collaboration of his/her team with the team of quantitative analysts;  Serve as the liaison between his/her team and development teams in other company locations;  Provide leadership and guidance to his/her team of software developers	 ensure their continued professional growth;  Organize and maintain quality controls to ensure the highest production standards;  Manage the team growth and recruitment of new specialists."	Technical Lead
" Create designs for (complex) analog and mixed-signal circuitry;  Contribute in realizing analog systems from the design track till the realization on board-level;  Execute the validation and define the qualification of the hardware;  Characterize	 model and optimize analog circuits and building blocks in existing CMOS technologies;  Mentor junior engineers and help develop their skills;  Lead contact in the communication."	Technical Lead
" Develop J2EE applications;  Be responsible for data-modeling and database design;  Implement user web interface technologies;  Interact with business owners	 enterprise and system architects	 developers	 project managers and QA."	Technical Lead
"Key member of the Centre of Excellence team which specializes in designing	 architecting and delivering projects across middleware domain. Work with the BD team to complete proposal efforts including project scoping. Create & execute project work plans & revise as appropriate to meet changing needs & requirements. Conduct risk analysis & prepare mitigation strategies where necessary. Coordinate multidisciplinary activities to ensure that the project deliverable are met. Identify resources needed & work with section heads to assign individual responsibilities. Manage day-to-day operational aspects of a project & scope. Review deliverable prepared by team before passing to client. Effectively apply methodology & enforce project standards. Conduct project review meetings with clients & prepare agendas	 meeting minutes & project summaries. Hold regular status meetings with project team. Ensuring the adherence to the delivery dates."	Technical Lead
" Manage and supervise a team of dedicated professionals responsible for the implementation of quality improvement activities	 including provision of technical assistance to inform and refine quality improvement strategies	 including introduction of evidence-based medicine principles	 clinical practice guidelines	 quality assurance and quality improvement strategies at national	 marz	 and health facility-levels;  Build on and enhance achievements in facility-level quality improvement and health information systems	 specifically tackling NCD/ prevention issues	 MCH/ RH	 emergency care	 etc.;  Provide technical assistance to develop capacity building approaches and training packages for training institutions and health care professionals;  Provide inputs to draft laws	 policies	 strategies and regulations as required;  Provide technical assistance to the Ministry of Health to introduce workforce planning tools and mechanisms;  Maintain strong and cohesive collaboration with other teams of the project as well as international organizations	 MOH and other key counterparts	 to jointly agree on strategies and implement activities in a way that increases local ownership and sustainability;  Maintain excellent relationships and promote effective collaboration with health sector organizations/ institutions	 as well as donors	 development partners	 and other USAID projects;  Develop	 provide overall technical guidance	 inputs and ongoing support in all technical deliverables pertinent to the QI/ QA component activities of the project	 per project SOW and programmatic strategies;  Provide technical support and leadership on planned STTAs for the QI/ QA component of the project	 including drafting SOWs	 maintaining communication and relevant paperwork;  Prepare project reports	 including workplans	 quarterly and annual progress reports and progress against Performance Management Plan."	Technical Lead
 Work as a part of international project teams for leading IT companies;  Code in accordance with defined standards;  Mentor team members as required;  Perform unit and system integration tests;  Business trips to Europe and the US possible.	Technical Lead
"Comprehensive knowledge of the Complete Software Development Life Cycle (SDLC) and identifying the requirements and defining the business rules to user requirements. Designed the complete solution using 3-tier Architecture model Successfully followed agile development steps starting from requirement to deployment. Experience in using Data Grid controls for displaying dynamically data. Extensive experience in using State management both the client side and server side. Azure SDK 1.8/2.5	 Web Role	 Worker Role MVC 2.0/4.0 Extensively used Ajax to reduce the time for user request by using different controls under it. Extensively used WCF framework to build applications that inter-communicate and implement services using Service Contract and Data Operation. Deployed on PaaS Azure with Service Bus. Developed SOAP based Middleware using Web Services to read XML files which is to provide communication between data access layer and backend database. Used XML files for reading the static data and also simultaneously reduce the load on the database server. Implemented web services with SOA using WCF for passing data to multiple platforms. SQL Azure	 DMVs Worked with ASP.NET Web Forms	 Web Services	 State Management	 Azure Managed Cache and configuring optimizations for securing the web application. Used various ASP .NET server controls and data controls. Customized .Net Login Controls to implement authentication and authorization. Created the UI layers and web pages	 and integrated them to maintain the performance of data flow and data integrity using ASP.NET User Controls	 Web Server Controls. Developed and Implemented Master pages in the application for designing Presentation Tier (web pages). Applied CSS for a consistent look and feel for Page design in the application. Worked on AJAX to populate user interface controls such as drop down list and generate warning messages to enhance overall UI experience. Involved in developing the Business Layer in C#.NET	 where all the Business Objects are written in developing the whole Application. Designed and developed various abstract classes	 interfaces	 classes to construct the business logic using C#.NET. Used JavaScript functions to implement complex Business Rules and Validation of front end forms. Expert in using JavaScript and ASP.NET validation controls for performing Form Validations Worked on web pages and business objects using JavaScript	 XML in a mixed ASP.NET environment. Extensive used on UI development experience using HTML	 DHTML	 CSS	 XML	 JavaScript and JQuery. Developed Custom Controls and Utilized JavaScript to create Client-side validations that greatly decreased processing time and resource consumption	 freeing resources for use by other applications and speeding up processing times. Experience with Data Accessing including using Data Adapter	 Data Reader and Dataset in ADO.NET. Rendered XML document to an HTML using XSL and XSLT Transformations. Utilized Team Foundation Server (TFS) for the purpose of version Control and source code maintenance needs. Prepared various test cases to fix the bugs and ensures the application is error-free using VS Unit Testing."	Technical Lead
" Manage the team of software developers;  Interact with project manager and contribute to the project planning;  Participate in Object Oriented Analysis/ Design;  Write software based on specifications/ design;  Interact with other members of the team	 such as documentation and testing experts."	Technical Lead
" Lead the team;  Push team to deliver to its commitments;  Generate necessary team documentation;  Serve as a strong contributing technical member of the team;  Design test cases;  Perform manual and automated testing;  Design and develop automated test scripts;  Perform functional	 performance	 load	 compatibility and usability tests of the website;  Identify	 reproduce and report bugs;  Verify fixed defects and perform regression tests to ensure the quality of software releases;  Create all required test documentations."	Technical Lead
" Manage and supervise a team of dedicated professionals responsible for the implementation of quality improvement activities	 including provision of technical assistance to inform and refine quality improvement strategies	 including introduction of evidence-based medicine principles	 clinical practice guidelines	 quality assurance and quality improvement strategies at national	 marz	 and health facility-levels;  Build on and enhance achievements in facility-level quality improvement and health information systems	 specifically tackling NCD/ prevention issues	 MCH/ RH	 emergency care	 etc.;  Provide technical assistance to develop capacity building approaches and training packages for training institutions and health care professionals;  Provide inputs to draft laws	 policies	 strategies and regulations as required;  Provide technical assistance to the Ministry of Health to introduce workforce planning tools and mechanisms;  Maintain strong and cohesive collaboration with other teams of the project as well as international organizations	 MOH and other key counterparts	 to jointly agree on strategies and implement activities in a way that increases local ownership and sustainability;  Maintain excellent relationships and promote effective collaboration with health sector organizations/ institutions	 as well as donors	 development partners	 and other USAID projects;  Develop	 provide overall technical guidance	 inputs and ongoing support in all technical deliverables pertinent to the QI/ QA component activities of the project	 per project SOW and programmatic strategies;  Provide technical support and leadership on planned STTAs for the QI/ QA component of the project	 including drafting SOWs	 maintaining communication and relevant paperwork;  Prepare project reports	 including workplans	 quarterly and annual progress reports and progress against Performance Management Plan."	Technical Lead
" Develop and design software systems for a financial company (C#	 ASP.NET	 Oracle	 HTML5 and JS);  Analyze new software requirements;  Perform object-oriented analysis	 design and testing;  Create reports from DB (select	 procedure and view). Receivable includes: technical requirements documents	 use cases and diagrams	 class diagrams	 activity diagrams	 package diagram and project estimates."	Technical Lead
" Implement and accomplish fraud management procedures;  Perform analysis of new and existing systems and platforms ensuring receipts and processing of payments;  Create	 implement and develop integrated method of determination and control over revenue loss;  Develop and implement effective working methods of the division in accordance with tasks assigned;  Prepare and present necessary reporting in a timely manner."	Technical Lead
" Lead the team;  Push team to deliver to its commitments;  Generate necessary team documentation;  Serve as a strong contributing technical member of the team;  Design test cases;  Perform manual and automated testing;  Design and develop automated test scripts;  Perform functional	 performance	 load	 compatibility and usability tests of the website;  Identify	 reproduce and report bugs;  Verify fixed defects and perform regression tests to ensure the quality of software releases;  Create all required test documentations."	Technical Lead
"1) Responsible for solution architecture	 design	 development	 and code review. 2) Interacting with business to understand the business requirement and ensure the team has clear knowledge of the requirement 3) Responsible for project timelines by ensuring the project is per estimated plan."	Technical Lead
" Create designs for (complex) analog and mixed-signal circuitry;  Contribute in realizing analog systems from the design track till the realization on board-level;  Execute the validation and define the qualification of the hardware;  Characterize	 model and optimize analog circuits and building blocks in existing CMOS technologies;  Mentor junior engineers and help develop their skills;  Lead contact in the communication."	Technical Lead
" Gather and produce requirements and designs;  Write and test code for the required product;  Plan software development activities and follow established processes accurately;  Share knowledge	 mentor peers	 listen and hear team members positions and provide a fair evaluation of different opinions;  Assign build master from development team members;  Prepare the build status report;  Communicate with management and team members effectively;  Keep commitments;  Participate in discussions regarding technical issues;  Work as part of a software development team."	Technical Lead
"Working with US representatives (business representatives	 as well as development team members)	 cooperating with customer representatives	 fine-tuning requirements	 development of design of system key components	 management of remote development team in Russia."	Technical Lead
 Management of development teams.  Software architecture development.  Documentation writing.  Working according to software requirements.  Taking part in long-term and complex projects.	Technical Lead
" Supervise the development of sophisticated applications for financial clients;  Understand the client requirements and design their implementation in the .NET platform;  Organize and lead the collaboration of his/her team with the team of quantitative analysts;  Serve as the liaison between his/her team and development teams in other company locations;  Provide leadership and guidance to his/her team of software developers	 ensure their continued professional growth;  Organize and maintain quality controls to ensure the highest production standards;  Manage the team growth and recruitment of new specialists."	Technical Lead
"Worked as a lead designer to customized the liferay features (WCM	 Doc & Media etc). POC to customized liferay behavior. SQL tuning for best performance. Prepared and presented concept of performance improvement to Client. Provided training to team members on Portal foundation . Code review and bug fixing. Managed dependencies between multiple teams. Maintained application and solving day to day user queries. Interacted with the client on regular basis to solve the issues faced. Took understanding of the client environment as well in order to find out the best possible solution. Learned Seam framework which was used in the application and implemented the same to complete the application change in time."	Technical Lead
" Produce and maintain clean	 high quality code;  Work as a part of a software development team;  Maintain current knowledge of information technology trends with ability to research and evaluate new applicable directions and technologies;  Mentor and coach development team members; provide expert advice and thought leadership for the team;  Lead the choosing of application technologies	 development standards and CI infrastructure;  Lead all the phases of application development."	Technical Lead
" Support the project manager in developing the projects schedule and assisting in project coordination;  Work with developers to define the work breakdown structures for the technical activities associated with each project and provide accurate time-estimates for assigned tasks;  Act as liaison between the project managers and the web developers;  Act as a technical reference for the team by providing technical guidance;  Design	 develop and implement client-facing and internal web applications using HTML	 DHTML	 CSS	 JavaScript	 AJAX	 jQuery and ASP.NET;  Revise and update printed and online marketing materials under lead designers guidance;  Slice and optimize graphics for GUI development;  Architecture analysis and documentation of the software specifications for web applications;  Be responsible for designing new application features and functionality;  Define both functional and technical requirements to facilitate design	 development	 testing	 implementation and ongoing support;  Assist and support other team members on multiple projects;  Provide support and enhancements to existing production applications in a timely and accurate manner;  Play active role in defining and implementing best practices	 standards and procedures including quality and delivery methodologies;  Ensure compliance with the documented software processes and procedures throughout the life cycle of software products;  Ensure quality and reliability of code from the development team by conducting a smoke testing and code reviews;  Propose and decide on technologies used;  Ensure consistency of design elements and interactive behaviors within individual pages/ forms/ components and across entire projects;  Train subordinates;  Share knowledge and lessons learned with team members."	Technical Lead
" Create designs for (complex) analog and mixed-signal circuitry;  Contribute in realizing analog systems from the design track till the realization on board-level;  Execute the validation and define the qualification of the hardware;  Characterize	 model and optimize analog circuits and building blocks in existing CMOS technologies;  Mentor junior engineers and help develop their skills;  Lead contact in the communication."	Technical Lead
" Gather and produce requirements and designs;  Write and test code for the required product;  Plan software development activities and follow established processes accurately;  Share knowledge	 mentor peers	 listen and hear team members positions and provide a fair evaluation of different opinions;  Assign build master from development team members;  Prepare the build status report;  Communicate with management and team members effectively;  Keep commitments;  Participate in discussions regarding technical issues;  Work as part of a software development team."	Technical Lead
" Worked actively in SITA GSL OMAN Phase 3	 Phase 2.5 and Phase 2.0 Enterprise Product consisting of a Web Application	 Server	 Client and Mobile application Portal.  As an Individual contributor in the domain of Product Quality Assurance	 Customer training and support	 Feature Designing	 mentoring fellow team members in one of the market leading software product.  Oversaw the Quality procedures related to the project and performed quality audits to ensure templates	 procedures and methodologies are adhered to International standards.  Appreciated for taking lead for the changes introduced in automation and improved the productivity of the team.  Automated the customer workflows for GSL Automation and executing them in production like environment."	Technical Lead
" Implement and accomplish fraud management procedures;  Perform analysis of new and existing systems and platforms ensuring receipts and processing of payments;  Create	 implement and develop integrated method of determination and control over revenue loss;  Develop and implement effective working methods of the division in accordance with tasks assigned;  Prepare and present necessary reporting in a timely manner."	Technical Lead
 Management of development teams.  Software architecture development.  Documentation writing.  Working according to software requirements.  Taking part in long-term and complex projects.	Technical Lead
" Develop future technological trends;  Plan and analyze the work;  Perform operational work;  Provide technical support;  Choose development environment	 programming language and the necessary software;  Recommend applied problems to junior developers	 monitoring their implementation."	Technical Lead
" Supervise the development of sophisticated applications for financial clients;  Understand the client requirements and design their implementation in the .NET platform;  Organize and lead the collaboration of your team with the team of quantitative analysts;  Serve as the liaison between your team and development teams in other company locations;  Provide leadership and guidance to your team of software developers	 ensure their continued professional growth;  Organize and maintain quality controls to ensure the highest production standards;  Manage the team growth and recruitment of new specialists."	Technical Lead
"Working with US representatives (business representatives	 as well as development team members)	 cooperating with customer representatives	 fine-tuning requirements	 development of design of system key components	 management of remote development team in Russia."	Technical Lead
" Worked as a technical lead responsible for delivering a web based application(MS technologies) for Ministry of Health 	 India for controlling malaria & has been implemented successfully across all states and 542 districts in India.  Contributing in various activities including Requirement gathering	 Application Design & Development	 Deployment	 and Implementation & Client Trainings.  Technology expert on MS .NET technologies helping other projects with-in Organization in terms of application design & architecture along with technical guidance and participation in sales bid proposal for some of domestic clients."	Technical Lead
"Understand/Analyze Business Requirement. Design Technical solution and Create the Technical Design document. Implementation. Functional Testing	 Full Data Testing & UAT Support"	Technical Lead
"Offshore Polaris Chennai team project management using AGILE methodology. Reviewing and managing all the necessary documentation required for the project work. Involved in implementation of the complete solution like task allocation	 team managing and tracking. Involved in hands on development of complex functionalities and road blocker bug fixes. Client SIT (System Integration Testing) and UAT (User Acceptance Test)."	Technical Lead
" Played role of technical lead responsible for the design	 development and implementation of web-based computing systems using .Net platform. Assisted Project Manager in managing project workload	 schedules and deliverables.  Contributing & delivering various fix bid projects for key client like American Honda Motors.  Part of technical panel for hiring senior technical resources (MS technologies) at Organization level.  Part of various audit programs and assessment team for CMM level 5 certifications."	Technical Lead
" Support the project manager in developing the projects schedule and assisting in project coordination;  Work with developers to define the work breakdown structures for the technical activities associated with each project and provide accurate time-estimates for assigned tasks;  Act as liaison between the project managers and the web developers;  Act as a technical reference for the team by providing technical guidance;  Design	 develop and implement client-facing and internal web applications using HTML	 DHTML	 CSS	 JavaScript	 AJAX	 jQuery and ASP.NET;  Revise and update printed and online marketing materials under lead designers guidance;  Slice and optimize graphics for GUI development;  Architecture analysis and documentation of the software specifications for web applications;  Be responsible for designing new application features and functionality;  Define both functional and technical requirements to facilitate design	 development	 testing	 implementation and ongoing support;  Assist and support other team members on multiple projects;  Provide support and enhancements to existing production applications in a timely and accurate manner;  Play active role in defining and implementing best practices	 standards and procedures including quality and delivery methodologies;  Ensure compliance with the documented software processes and procedures throughout the life cycle of software products;  Ensure quality and reliability of code from the development team by conducting a smoke testing and code reviews;  Propose and decide on technologies used;  Ensure consistency of design elements and interactive behaviors within individual pages/ forms/ components and across entire projects;  Train subordinates;  Share knowledge and lessons learned with team members."	Technical Lead
"Leading and facilitating the daily Scrum Meetings	 provide daily status of team and highlight any blocker/issues Facilitating release Planning Meeting	 Sprint Planning Meeting Mentoring team on process and new technologies Task assignment and tracking Ensuring that team members execute their deliverables Documenting and communicating overall project status and Weekly Status Reports Delivery and implementation Onsite/Offshore co-ordination POCs for upcoming/new projects Effort estimations Requirement Analysis and Design Impact analysis of change requests Facilitating and leading bug prioritizing meetings"	Technical Lead
"Provided leadership	 direction	 and support to technical team. Modeled all the internal processes of the customer	 relating to their Media Asset Management and Content Scheduling & Sales system into IBM MQ Workflow"	Technical Lead
"Architecture and Design of WPSOnline and WPSClient applications. Design and implementation of centralization of serial numbers and model numbers	 Auto Sync up module End to end implementation and deployment of various WPSOnline modules. Relevant use of design patterns to support different yet similar product lines (eToken	 SafeWord	 HASP) Requirement gathering and analysis. Assistance in Project schedule generation and Updation."	Software Engineer
 Consuming RESTful web services  Implementing backbone views  Implementing backbone models and collections  Implementing the templates using Handlebars  Writing the CSS for views	Software Engineer
"Responsibilities include:  Design and development of scalable	 data-intensive infrastructure  Architecture design	 database schema design	 software design and implementation  Add support for multiple image formats (e.g. PDF) and page layout description"	Software Engineer
"Specific tasks and key responsibilities include but are not limited to:  Translate design requirements and specifications into robust implementations;  Design	 proto-type	 develop and manage the technical aspects of the software;  Perform implementations in a timely fashion;  Perform quality assurance tasks	 such as testing of the software products."	Software Engineer
"We expect a successful candidate to be able to  design and develop software products	  create programs for heterogeneous environments (MS Windows	 Unix)	 communicating by means of network protocols  author and maintain internal and end-user documentation."	Software Engineer
"Key member of the Integrations Application team which specializes in handling integration projects across company. Liaising with the Clients and other onsite/ offshore counterparts. Installing	 designing	 configuring	 supporting	 maintaining	 administering	 and documenting the integration environments (development	 test	 performance	 QA	 training	 and production). Working with the business and application development groups to ensure the appropriate processes and technical infrastructure are put in place that will meet their business requirements."	Software Engineer
"Implemented dynamically create Form by using Bootstrap and HTML5 based on editable Feature Services Data. Implemented various classes and controls of Bootstrap such as DateTime Picker	 Touch Spinner	 various Input controls based on Datatypes. Populate Data in the controls by using JavaScript	 jQuery	 Dojo toolkit. Implemented GeoCoding on Map to find current location of the user in the Form. Implemented file attachments in the Form. Create responsive application by using media query and CSS3. Provide support on all browsers	 tablets and smart phones."	Software Engineer
 Software development  Act as a mentor within the team  Code review within the group	Software Engineer
" Deploy	 develop and maintain the website for management and exchange of product informations.  Programming in HTML and using PHP scripts/programs with MySQL.  Maintaining security of the website	 developing and implementing an access control system enforcing different levels of access."	Software Engineer
Development of Java Web Applications	Software Engineer
"The key elements of the role are full life cycle product development working in a technically strong team through requirements gathering	 architecture	 development and release. The candidate is required to work closely with the other technical members of the Lycos Mail team in Yerevan as well as in Paris on new and challenging projects."	Software Engineer
"Specific tasks and key responsibilities include but are not limited to the following:  Translate design requirements and specifications into robust implementations;  Design	 proto-type	 develop and manage the technical aspects of the software;  Perform implementations in a timely fashion;  Perform quality assurance tasks	 such as testing of the software products."	Software Engineer
"The Web Developer/ Programmer will be responsible for writing scripts and programs	 generating interfaces	 integration of Flash pages and maintaining our worldwide customers databases on daily basis."	Software Engineer
Develop UI for the modules based on the design/wireframes provided. Debug existing problem related to UI architecture Develop custom components for the library to be used across all products Co-ordinating with the team members from various locations(US/UK/Bosnia) to keep track of the development Unit testing of the developed module Adding enhancement to the existing modules Providing guidance to the sub ordinates Conducting knowledge sharing sessions to on board more people from within the organization	Software Engineer
"The key elements of the role are full life cycle product development working in a technically strong team through requirements gathering	 architecture	 development and release. The candidate is required to work closely with the other technical members of the Lycos Communities teams."	Software Engineer
"Operational Service Configuration. Implemented widget structures. Implementing GIS functionalities: Geocoding	 reverse Geocoding on Map. Explore	 override and enhancement of ESRI direction widget. Proximity analysis of data services. Sharing functionality through social networking. Responsible for GUI designing. UI development for smartphone/tablet using media query. Resolving service tickets from customers. Managing change request and supporting during various testing and go live phase. Direct interaction with client for unplanned requirements and supports."	Software Engineer
"Development of custom components in HTML5/Javascript using OpenUI5( JS Library) for both Desktop and mobile Development of custom components using Flex3/Flex4 Adding new features to the existing components as per the requirement of the SAS solutions Bug fixes in the components developed in SAS Supporting various components like Wizard	 combobox	 colorpicker	 Code editor	 text viewer	 panel	 tab bar	 windowshade	 textInputTypeAheadetc Unit testing of the developed components Research work on emulators	 code coverage tools	 debugging in mobile devices for javascript Conducting knowledge sharing sessions on new technologies/practices learned Log defects on various SAS components Taking part in the design draft discussion for various components"	Software Engineer
"The Web Developer/ Programmer will be responsible for writing scripts and programs	 generating interfaces	 integration of Flash pages and maintaining our worldwide customers databases on daily basis."	Software Engineer
"Implemented rich and user friendly UI using Bootstrap and HTML5 and CSS3. Implemented various classes and plug in of Bootstrap. Explored and Managed Google api. Dynamically Populate Data to UI and applied filters using jQuery. Implemented share functionality. Create responsive application by using media query and CSS3. Provide support on all browsers	 tablets and smart phones. Provided support and Implemented google Map functionality in other projects also. Implement various form using Bootstrap	 HTML and jQuery."	Software Engineer
"Involved in development of Imaging & queue based workflow (Newgen FinFlow 1.0	 2.0) and document management (CitiDocs) system applications on VB 6.0	 ASP technologies in domains of Banking and Insurance. Onsite Coordinator to implement a window/web based workflow application for Bank of Punjab (India) to automate their loan processing division and Philips (India) to process Billing and Vendor payment."	Software Engineer
"Ability to analyze complex problems	 ability to multi-task and meet deadlines. Solve complex problems with multithreading	 synchronization and optimizing for performance. Good co-operation and collaboration with team members in the development and testing."	Software Engineer
" Development of Dynamic Websites / Gallery application in Flash	 Actionscript 3.0/2.0  Using Http methods to send data to server  Updating user interfaces/pages on response of server  Development of Reusable Component"	Software Engineer
To participate in projects	Software Engineer
" Designs	 develops	 implements	 tests and writes documentation for software modules and systems produced by the company;  Provides technical support via e-mail and Internet to users of the software products;  Co-maintains the company's internal development environment."	Software Engineer
Development of Java Web Applications	Software Engineer
 Rendering technical assistance to Database Management Systems;  Realization of SQL servers maintenance activities: back-up and replication;  Participation in designing of software development projects.	Software Engineer
"The key elements of the role are full life cycle product development working in a technically strong team through requirements gathering	 architecture	 development and release. The candidate is required to work closely with the other technical members of the Lycos Communities teams."	Software Engineer
"Gathering and refining the specifications and requirements based on technical needs and create layout/user interface by using standard HTML/CSS practices Integrated couple of open source JS libraries to display dynamic	 automatically organized	 customizable network topology views. The library consists of the components Dataset	 Timeline	 Network	 Graph2d and Graph3d Building reusable code and directives/libraries for future use"	Software Engineer
"Specific tasks and key responsibilities include but are not limited to:  Translate design requirements and specifications into robust implementations;  Design	 proto-type	 develop and manage the technical aspects of the software;  Perform implementations in a timely fashion;  Perform quality assurance tasks	 such as testing of the software products."	Software Engineer
"Responsibilities include:  Design and development of scalable	 data-intensive infrastructure  Architecture design	 database schema design	 software design and implementation  Add support for multiple image formats (e.g. PDF) and page layout description"	Software Engineer
"WEB sites creation	 programming	 organization and maintenance. PHP/MySQL Data base creation	 programming and maintenance	 School's WEB sites administration and consultations. Interactive on-line space creation	 administration and maintenance	 WEB training and Consultation."	Software Engineer
"Specific tasks and key responsibilities include but are not limited to the following:  Translate design requirements and specifications into robust implementations;  Design	 proto-type	 develop and manage the technical aspects of the software;  Perform implementations in a timely fashion;  Perform quality assurance tasks	 such as testing of the software products."	Software Engineer
"Software design	 implementation and co-management"	Software Engineer
" Learning new programming standards (XP)	  Creating databases for online systems."	Software Engineer
" Configure	 maintain	 and install new workstations	 laptops	 and servers  Troubleshoot system and network related problems  Support internal users	 systems	 software	 and hardware  Administer NT \ Windows 2000 Systems  Develop and maintain Backup and Disaster Recovery Strategy  Purchase new equipment and software  Maintain software and hardware inventory  Administer and maintain phone system  Design and develop the Web site  Training and teaching the students of Microsoft Office software"	Software Engineer
Operational Service Configuration. Implemented GIS functionalities in School Locator Application. Implemented Share Functionality in My Government Services Application. Upgraded Api in Public Notification and Citizen Service Request Applications. Responsible for UI development. Resolving service tickets for customers. Managing change request and supporting during various testing and go live phase. Direct interaction with client for unplanned requirements and supports.	Software Engineer
To participate in projects	Software Engineer
 Assist the program management in implementing the Program component related to the development of the State Water Cadastre Information System;  Refine and utilize water use guidelines and associated regulations;  Assist in designing and populating databases based on MS Access;  Design and build database user interface and data entry forms;  Design and construct database reports;  Conduct comprehensive populating of established cadastral databases;  Design and construct data import and export utilities;  Assist in GIS-based mapping.	Database Administrator
"Provides database design and management support for all GIS energy projects ranging from thousands to millions in revenue. Improved database application performance by monitoring and tuning databases to optimize storage and minimize server processing. Created	 documented	 and integrated GIS data models and data standards using the base APDM	 PODS	 and AETM. Successfully upgraded SQL Server	 ArcSDE	 and ArcLicense Manager Applications across multiple servers with minimal production impact. Tested	 implemented	 and supported database replication including both ArcSDE and SQL Server Replication types in an editing environment. Solved 85% of all ArcSDE related help desk tickets within a 24-48 hour time span. Documented GIS infrastructure information including server type	 operating system	 DBMS build	 and GIS application build."	Database Administrator
" Coordinate physical changes to databases applying knowledge of database management systems	 using JDBC/ODBC to call database procedures;  Install	 configure	 administer and troubleshoot information systems that incorporate Microsoft Back Office products including SQL Server 2000 and SQL Server 2005;  Analyze programs	 company IT policies	 and operational needs;  Analyze problems	 identify alternative solutions	 and implement recommendations in support of district goals;  Communicate clearly and concisely	 both orally and in writing;  Establish and maintain cooperative working relationships with those contacted in the course of work."	Database Administrator
 Prepare spatial databases and ArcGIS shape layers for water resources of Armenia;  Assist in GIS-based mapping including scanning and digitizing;  Contribute to training of counterpart agency staff in database management techniques (GIS and populating databases);  Conduct comprehensive populating of State Water Cadastre Information System databases under MS Access.	Database Administrator
