Description,Label
"
Manage the engineering team of Spectrum Spatial Analyst, the flagship web mapping solution from Pitney Bowes. One of the key movers behind Mobile First Initiative that helped us expand our presence to close to 40 countries within a span of 2 years. Responsible for defining product vision along with Product Management, Release Planning to execute the vision, Developing a high performing Agile Team and Act as a liaison between Engineering, Product Management and Top Management. Winner of multiple ACE awards",Manager
"Laid out efficient project plan with of $1.6 million budget, involving 3rd party vendors such as implementation partners and banks, I have successfully created project schedule with a detailed WBS, assigning resources, tracking their progress, monitoring & controlling budgets and resource leveling in a dynamic work culture, without losing focus on the deliverables and regular project status reporting.
?	Conducted project kick-off meetings, defined project objectives and scope, tracked risks, assumptions and managed detailed project schedules using Microsoft Project
?	Developed and maintained productive working relationships with project owners, business functions, IT developers, vendors, and other project stakeholders
?	Conducted regular meetings, facilitated communications, ensured coordination, and cooperation among team members.
?	Planned and facilitated project review meetings to expedite requirements and resolution of project issues.
?	Guided the team on resource requirements, methodologies, tasks, dependencies, deliverables, risks, and other issues through the life of the project.
?	Established customer expectations of project scope, deliverables, procedures for project communications and dissemination of information for team members.
",Manager
"•	Responsible for end to end solution design and architectural alignment.
•	Responsible for estimation and proposal writing for the project.
•	Responsible Project Planning, Risk Management, Quality Assurance. Accountable for Managing budget, schedule and end to end delivery of the project.
•	Accountable for stakeholder management and managing escalations.
•	Accountable for regular status reporting to various levels both to internal and client stakeholder’s.
•	Accountable to adhere PMO and CMMI Level 5 standard and guidelines.",Manager
"Played an important role in developing the PBGC account by identifying new opportunities and participating in proposal work that led to a sustainable revenue of more than $15 million per year.
Designed and implemented the new document capture solutions for PBGC mail system which improved paper mail processing volume by 20%.
Let the effort and implementation of the PBGC Risk Management and Early Warning product which was concluded by awarding a new year of work and an another $3 million for further work.
Designed and implemented the EFAST migration system, a scalable solution which exponentially improved EFAST imports to a matter of hours from a few days.
Led the design and implementation of the new VETS system for DOL which brought a performance improvement of 60% over the previous solution being awarded $500.000 more for additional work.",Architect
"Architected and implemented engine for solving large combinatorial optimization problems. Engine used for job assignment and routing in Verizon.
Conceived and executed new products and projects, including mobile SaaS project that generated substantial recurring revenue.
Lead effort in ROADEF 2014 operations research challenge. Project selected as finalist.
Designed full-stack architecture for proprietary Rich Internet Application (RIA) platform.
Developed user interfaces using Adobe Flex, JSP, ASP.NET, MVC, JavaScript, HTML and XSLT.
Managed and mentored junior developers. Initiated and supervised company-wide development practices. Major contributor to company code library. Codebase, development practices, and propriety code generation tool helped the company scale without adding developers.",Architect
"Managed Laptop Refreshment management project that improved efficiency by 200%.
Designed and implemented a development Methodology to control high quality and rapid development utilizing AGILE development practices.
Managed the daily task of the junior developers and was responsible for the professional development.
Designed the SharePoint environment that was more efficient with business practices by integrating the enterprise CRM solution.
Implemented a Data warehouse that would include data to support multiple departments across the Enterprise on both reporting and predictive analysis.",Architect
"VMA was designed using UML (Rational Rose, RUP) and developed using the J2EE architecture, involving EJBs, SOAP XML messaging between C++ and Java, Structs MVC framework, Oracle database and SNMP APIs for Java on JBOSS & WebSphere application server.
Used advanced features of JBoss like durable subscribers for JMS, JMX with JDMK and MBeans, JAAS security & Bean Managed Transactions.
Analyzed ILOG Rule engine for alarm correlation in this project.
Designed and implemented web services (WSAD) for alarms and provisioning.
This project was designed for high performance, efficiency and high volume.",Architect
"Led the movement to change applications to be mobile friendly.
Managed seven internal web applications through their respective software lifecycles.
Developed large data reports of MLS and real estate agent data for executive level and middle management consumption.
Implemented a new recruit relationship management application, with new workflow and MLS data integration.",Architect
"Responsibilities:
?	Work with development team to make sure that Sprint development is going as per schedule with high level of quality and providing technical support.
?	Participate in discussion with business stakeholder/sales team to provide technical guideline, training and suggesting areas of improvement.
?	Participate in architectural discussion, code review, backlog prioritization and development plan.
?	Design and development of component based on the defined User Story.
?	Analyze the requirement in SAL Gateway, SAL Core/Remote enterprise, Policy Manager Component and coordinate with all stakeholders.
?	Configure and deployment of SAL Component – SAL Gateway, SAL Enterprise, Policy Manager, Proxy, Secure Tunnel Connector
",Software Engineer
"•	Used UTP for defect tracking and to resolve the issues.
•	Used GIT/GERRIT as code repository 
•	Worked on various requirements and defects raised from the customer.
•	Creating Project related artifacts (Design documents, Test Plans etc.) ",Software Engineer
"?	Define the Application/Software setups & discuss its impact on Business functionality with in team. 
?	Design and development of defined user story with high code coverage and by following DTCC/industry coding standard guideline.
?	Build Technical Designs for extensions required in implementation.
?	Coordinate with onsite coordinator and offshore development team on changes being made, impact & relative integration requirements.",Software Engineer
"•	Developed features as per the requirement from the Client side.
•	Worked on C#, MVC, ASP.NET projects.
•	Experience in writing LINQ, XML ,XAMLs, JSON.
•	Worked on various Microsoft portals Sangam,Cosmos.
•	Developed various tools to create and modify contents on CMS through code.
•	Writing unit testcases in Microsoft Coded UI for the code.
•	Worked on Visual Studio Online , GIT repositories.
•	Have been deploying builds.
•	Worked on TFS, SourceDepot, Searchgold functionalities.
•	Experience in Telemetry and Kusto queries.
•	Migration of production livesite to a new environment.",Software Engineer
"•	Worked mainly on designing application modules, and coding in C#.
•	Written procedure, triggers using Sql Server 2014.
•	Code Development Review & Code analysis.
•	Worked on creating and consuming Web API.",Software Engineer
"?	Responsible for analysis of existing product and working to improve the performance of the product.
?	Analyze the new requirements for different modules, drawing out a plan for releases of the enhancement for the application requested by the customer and planning work for subsequent releases. 
?	Develop and reuse components created using Adobe CQ. 
?	Responsible for timely execution of HCL responsibilities with the desired level of quality. 
?	Ensure good communication between teams within multiple projects. 
?	Responsible to use performance tools to identify the performance and memory issues ",Technical Lead
"?	Coordination between different teams in AT&T 
?	Development of go Phone pages and functionality 
?	Coordinated with team to resolve JQuery, HTML, and CSS Issues.  
?	Regular interaction with the offshore team manager to resolve the technical/requirement issues. 
?	Resolving deployment issues and coordination with Operations for deploying services in production 
?	Good exposure to Web Accessibility Guidelines, Web standards (W3C) Compliances. ",Technical Lead
"?	Primary point of contact for all the application related queries and issues
?	Gather requirement from client and delegate tasks to developers
?	Involved in designing and planning for new Sharepoint solutions
?	Development and maintenance of SharePoint applications using OOB features, Custom solutions, JSOM, Powershell , Bootstrap and latest features of Sharepoint 2013
?	Migration of legacy Yara collaboration portal fromSharepoint 2007 to Sharepoint 2013 using Dell Migration Suite
?	Configuration and administration related activities on live environment
?	Troubleshooting  of live issues on production environment
?	Provide support for incidents and service requests by adherence to ITIL process",Technical Lead
"?	Data protection and recovery services using Veritas Netbackup & TSM technology handling all major customer accounts from India, ownership on a 24*7 basis.
?	NDMP backup using NetApp filer appliances.
?	Fibre channel tape zoning using switches.
?	Assisting BCP and Disaster Recovery exercises for different applications, SQL, Oracle, Recovery Time Objective (RTO), Recovery Point Objective (RPO).
?	The Windows/VMware Systems Administration, responsible for installing, operating and maintaining a heterogeneous environment consisting of servers running Windows, VMware ESXi, and RedHat Linux. 
?	The servers are used to host web applications, and include Apache, Tomcat, and Oracle. 
?	Network devices include routers, firewalls, switches and network attached storage.
?	Install, configure and update hardware and software.
?	Operate and maintain all integrated systems to support mission operations.
?	Perform daily application updates and maintenance functions.
?	Respond to Tier 3 and Tier 4 trouble tickets.
?	Open trouble tickets and respond to trouble calls.
?	Respond to management system alerts.
?	Deploy monthly security patches and updates.
?	Respond to after-hours trouble calls.",Technical Lead
"?	UI component development using SCSS framework
?	Working closely with BA and project manager on product road map 
?	Debug the cross browser compatibility issues
?	Working closely with CTO on front-end architecture design
?	Story Estimation and impact analysis 
?	Task allocations and prioritization
?	Code Review ",Technical Lead
"?	Developed new and maintain existing Automation test scripts using Selenium & TestNG
?	Involvement in System Test Plan preparation and Requirements Kick-offs meetings.
?	Performing UAT, Functional testing, Smoke, Sanity testing and Regression testing.
?	Creation and analyzing RTM documentation before & after completion of the Story.
?	Bug reporting and tracking through JIRA. 
?	Build Test execution and reporting through Jenkins
?	Web Element Inspection through Firebug and Fire Path
?	REST API testing with the help of Postman client (Get,Post,Put,Delete methods)",Quality Assurance
"•	Responsible in executing Selenium test scripts on different browsers like Firefox & Google chrome and modification of existing automation scripts.
•	Perform Functional Testing, Regression Testing, UAT, and End-to-End Testing.
•	Enhanced test cases using Java programming and TestNG annotations.
•	Logging of defects using JIRA & QC and communicate with responsible implementation team. 
•	Wrote SQL queries, Joins for retrieving correct required test data from database
",Quality Assurance
"
•	Functional Web Testing.
•	Writing and executing Manual and Automation test Scripts.
•	Creating and Executing the Test Scripts.
•	Find the defects and prepare the defects sheet along with reporting of issues
•	Interaction with the development team to resolve issues.
",Quality Assurance
"•	Created test scripts using Web driver under TestNG java framework.
•	Worked on PageFactory in Page Object Model.
•	Preparing and executing the test scripts.
•	Performed Input Validations, User Interface Validations, Browser Compatibility testing and Navigation testing
•	Prepared Traceability Matrix to show the test coverage requirement vs. Test scripts.
•	 Regular calls with the client on regular basis and improving the testing strategies for better quality. ",Quality Assurance
"•	Manual Testing of Window and Web Based Applications.
•	Executing the test script on ECHO (Record and Play Automation tool of Hewitt)
•	Find the defects and prepare the defects sheet
•	Design folder structure of data driven framework.
•	Responsible for creating detailed test cases to test all conditions by adding test data details researched from the Production Database using BF Query.",Quality Assurance
"Assisted in designing, capacity planning, and security and accessibility functions of databases.
Implemented procedures for performance optimization and development of database applications.
Supported SQL queries and databases by updating and tuning in proper manner.
Suggested tools and processes for identification and management of database infrastructure components.
Provided technical assistance for establishment and tuning of database servers and migration processes.
Formulated strategies and plans for system backup services, recovery and availability schemas.
Resolved database related problems by troubleshooting and evaluation of database events.
Performed installation and testing of database versions and software products in coordination with systems support teams.",Database Administrator
"
Responded to database problems and issues relating to applications and systems.
Maintained system documentation relating to application architecture, assembling and technical platforms.
Participated in learning of interfaces with systems for resolution of application problems.
Suggested improvement processes for increasing efficiency of applications and current processes.
Assisted in testing, upgrading and development of new and current database servers.
Coordinated with external vendors for tracking of routine incidents and operational problems.
Developed new architecture components in collaboration with storage administrative teams.
Provided technical assistance on installation and maintenance of database software components and related upgrades.",Database Administrator
"Installed, maintained, and upgraded Microsoft SQL Server and CPE database.
Pro-actively collaborated with the operations team to identify and execute potential improvements which simplified the whole administration process and made it more efficient.
Supported managers and performed other administrative duties as assigned.
Recognized by executives for improving company procedures. ",Database Administrator
"Planning, Development:

Involved in analyzing business requirements, developing and designing data models,

Provided and designed DB tools to assist in the database management, transactions and processing environments.
Assessed and executed implementing of new technologies.
Worked in coordination with company developers and project managers.
Developed training programs and trained technical support and applications personnel to utilize on-line databases environment process.
Technical Support:

Monitored performance and capacity to provide resolutions to system problems,

Provided technical support for SQL database environment by overseeing databases development and organization.
Communicated regularly with staff to ensure smooth flow of information from SQL database.
Created database with back-up system.
Maintenance:

Monitored data availability for faster query response by user.
Designed conceptual schema as per the client needs.
Looked after the security of company data from external access and threats.
Tested and installed latest versions of Database Management Systems in firm.
Granted access to users as per their needs and requirements.",Database Administrator
"Responsible for all the servers which are running in SQL platform (SQL Server 2005/ 2008)
Setup multiple Nodes (Active/ Passive) in SQL Servers to add clustering feature.
Manage SQL Server databases and Configure failover cluster.
Plan and modify SQL Server Permissions in quarterly basis.
Create databases and schedule backups (Transaction log backup, Differential backup and Full backup) with Recovery sessions (Simple or Full).
Setup and maintain Replication for Production servers to provide high availability and monitor using Replication Monitor.
Setup Alerts, Notifications, Jobs, Job steps with automated Response solution schedules.
Frequently Monitor Connections, Locks and Database Performance.
Reviewed and optimized SQL queries, CDC, stored procedures, functions, Indexes, views and triggers.
Created an internal secured Website linking to the database that includes updated information about all Target SQL Servers information.",Database Administrator
